tau_R1,tau_R2,tau_W1,tau_W2,tau_RW,w_R1,w_W1,replications,mean_inputs,mean_completed_products,mean_throughput_ratio,mean_grid_energy_kWh,mean_CO2_g,sd_completed_products,sd_grid_energy_kWh,sd_CO2_g,CI95_completed_products_low,CI95_completed_products_high,CI95_grid_energy_kWh_low,CI95_grid_energy_kWh_high,CI95_CO2_g_low,CI95_CO2_g_high,scalarized_objective_J,change_completed_products_percent,change_grid_energy_percent,change_CO2_percent
5.697385282765486,10.9302337602155,0.41599351625372216,17.825721389118474,0.21572833132867797,0.9897906234546071,0.005754875805072929,5,75.6,48.4,0.6436800397149256,46.55636512463655,1060.0449461692724,1.51657508881031,1.339128575902093,88.42657100548031,46.51692331165156,50.28307668834844,44.89361738297305,48.21911286630006,950.2488564671585,1169.8410358713863,0.13977271132541896,-31.63841807909604,-29.11016070138761,-60.596443980082746
