tau_R1,tau_R2,tau_W1,tau_W2,tau_RW,w_R1,w_W1,replications,mean_inputs,mean_completed_products,mean_throughput_ratio,mean_grid_energy_kWh,mean_CO2_g,sd_completed_products,sd_grid_energy_kWh,sd_CO2_g,CI95_completed_products_low,CI95_completed_products_high,CI95_grid_energy_kWh_low,CI95_grid_energy_kWh_high,CI95_CO2_g_low,CI95_CO2_g_high,scalarized_objective_J
5.0,5.0,5.0,5.0,5.0,0.5106082036775106,0.4913294797687861,100,76.06,71.06,0.9353798530503674,65.64379112860942,2633.55590167466,6.177214566289551,5.617904674166291,282.7792108169884,69.83430661444619,72.28569338555381,64.52907695996537,66.75850529725348,2577.4463713109285,2689.665432038392,0.3333333333333333
