tau_R1,tau_R2,tau_W1,tau_W2,tau_RW,w_R1,w_W1,replications,mean_inputs,mean_completed_products,mean_throughput_ratio,mean_grid_energy_kWh,mean_CO2_g,sd_completed_products,sd_grid_energy_kWh,sd_CO2_g,CI95_completed_products_low,CI95_completed_products_high,CI95_grid_energy_kWh_low,CI95_grid_energy_kWh_high,CI95_CO2_g_low,CI95_CO2_g_high,scalarized_objective_J,change_completed_products_percent,change_grid_energy_percent,change_CO2_percent
5.697385282765486,10.9302337602155,0.41599351625372216,17.825721389118474,0.21572833132867797,0.9897906234546071,0.005754875805072929,100,75.28,48.53,0.6493333097432409,48.400869370680304,1159.9281812610002,1.4316410023451966,1.9738027722500362,104.71877998501931,48.24593136546718,48.81406863453282,48.00922407871697,48.79251466264364,1139.1497034222418,1180.7066590997586,0.16494125654377134,-31.705600900647347,-26.267406957265393,-55.95581698025055
