Time_Stamp,Input__NewOrder,Output__MAG1 Completed,Output__MAG2 Completed,Output__ReWork Completed,Emission,Grid
480.0,73.0,20.0,25.0,2.0,1560.38,2607.57
480.0,83.0,15.0,27.0,6.0,1575.09,2882.82
480.0,83.0,21.0,22.0,7.0,1848.66,2965.44
480.0,66.0,19.0,23.0,7.0,1788.42,2912.54
480.0,75.0,32.0,34.0,5.0,2518.73,3866.42
480.0,75.0,34.0,29.0,7.0,2676.6,3942.64
480.0,92.0,39.0,34.0,7.0,2952.37,4416.0
480.0,78.0,25.0,33.0,10.0,2391.62,4025.79
480.0,82.0,24.0,47.0,6.0,2383.46,4287.24
480.0,66.0,10.0,38.0,3.0,1405.12,2954.54
480.0,76.0,5.0,44.0,6.0,1378.42,3261.44
480.0,84.0,11.0,26.0,13.0,1767.25,3295.93
480.0,85.0,5.0,42.0,6.0,1365.14,3215.61
480.0,70.0,10.0,39.0,2.0,1341.79,2934.02
480.0,73.0,16.0,43.0,3.0,1733.84,3466.1
480.0,78.0,12.0,49.0,9.0,2052.3,4196.85
480.0,72.0,23.0,32.0,7.0,2141.72,3572.02
480.0,76.0,17.0,43.0,5.0,1891.37,3724.67
480.0,74.0,14.0,45.0,7.0,1937.45,3929.66
480.0,79.0,1.0,41.0,8.0,1260.02,3092.16
480.0,74.0,1.0,41.0,7.0,1195.05,2987.14
480.0,78.0,0.0,37.0,10.0,1248.07,2985.61
480.0,85.0,1.0,44.0,4.0,1124.48,2929.88
480.0,63.0,2.0,40.0,6.0,1171.16,2905.59
480.0,85.0,37.0,30.0,11.0,2939.94,4423.28
480.0,83.0,38.0,30.0,9.0,2966.44,4252.34
480.0,85.0,33.0,33.0,12.0,3131.34,4469.05
480.0,88.0,33.0,37.0,8.0,2859.24,4272.95
480.0,75.0,38.0,33.0,3.0,2576.9,3830.59
480.0,83.0,0.0,52.0,6.0,1310.92,3452.95
480.0,74.0,0.0,48.0,11.0,1521.35,3718.33
480.0,78.0,1.0,44.0,14.0,1666.51,3830.0
480.0,76.0,0.0,52.0,8.0,1409.94,3585.21
480.0,74.0,0.0,55.0,5.0,1290.05,3518.7
480.0,87.0,32.0,41.0,4.0,2542.51,4193.62
480.0,75.0,21.0,39.0,11.0,2432.12,4247.66
480.0,79.0,31.0,35.0,5.0,2415.08,3943.65
480.0,85.0,29.0,40.0,7.0,2601.4,4369.09
480.0,77.0,31.0,34.0,6.0,2562.86,4068.06
480.0,81.0,3.0,51.0,11.0,1710.51,3909.32
480.0,73.0,6.0,51.0,8.0,1674.75,3774.98
480.0,80.0,4.0,48.0,9.0,1602.55,3594.56
480.0,73.0,5.0,48.0,8.0,1582.15,3618.22
480.0,73.0,5.0,45.0,6.0,1403.15,3283.75
480.0,80.0,5.0,51.0,10.0,1746.69,4034.13
480.0,79.0,1.0,54.0,4.0,1304.85,3567.28
480.0,84.0,6.0,46.0,12.0,1860.47,4110.35
480.0,81.0,4.0,58.0,4.0,1466.44,3788.14
480.0,81.0,2.0,51.0,9.0,1543.93,3843.84
480.0,85.0,23.0,49.0,7.0,2409.14,4461.67
480.0,65.0,26.0,31.0,6.0,2201.93,3549.03
480.0,79.0,36.0,30.0,11.0,2964.29,4466.16
480.0,90.0,35.0,39.0,9.0,2967.81,4644.56
480.0,79.0,31.0,35.0,9.0,2668.33,4359.6
480.0,81.0,3.0,51.0,11.0,1700.38,3896.83
480.0,82.0,4.0,49.0,9.0,1626.52,3770.96
480.0,76.0,3.0,45.0,10.0,1575.49,3510.31
480.0,79.0,2.0,50.0,8.0,1472.83,3546.92
480.0,70.0,2.0,50.0,7.0,1414.77,3506.66
480.0,79.0,36.0,29.0,7.0,2700.99,3916.33
480.0,69.0,32.0,27.0,7.0,2480.3,3673.11
480.0,88.0,31.0,41.0,9.0,2866.72,4495.0
480.0,77.0,31.0,32.0,6.0,2515.31,3872.65
480.0,72.0,30.0,31.0,9.0,2557.24,3987.45
480.0,87.0,18.0,50.0,10.0,2421.0,4564.55
480.0,69.0,16.0,39.0,9.0,2057.66,3872.06
480.0,85.0,24.0,40.0,6.0,2281.1,3911.62
480.0,83.0,14.0,50.0,5.0,1856.02,3855.35
480.0,75.0,14.0,41.0,13.0,2255.96,4218.76
480.0,66.0,44.0,4.0,1.0,2270.79,2233.43
480.0,79.0,42.0,0.0,3.0,2384.4,2172.24
480.0,87.0,43.0,1.0,4.0,2389.17,2275.11
480.0,81.0,47.0,0.0,1.0,2359.15,2134.4
480.0,77.0,40.0,4.0,3.0,2272.3,2259.29
480.0,94.0,36.0,34.0,13.0,3160.24,4822.81
480.0,72.0,24.0,38.0,4.0,2169.24,3783.47
480.0,82.0,37.0,32.0,10.0,3040.17,4418.89
480.0,92.0,32.0,39.0,6.0,2672.21,4261.26
480.0,76.0,27.0,37.0,8.0,2462.49,4109.52
480.0,70.0,39.0,4.0,5.0,2347.71,2401.49
480.0,77.0,44.0,0.0,2.0,2315.31,2088.38
480.0,85.0,41.0,2.0,3.0,2271.4,2141.48
480.0,73.0,43.0,2.0,3.0,2374.09,2254.33
480.0,73.0,44.0,2.0,1.0,2254.37,2115.24
480.0,78.0,44.0,5.0,4.0,2575.08,2636.35
480.0,78.0,43.0,3.0,3.0,2376.91,2431.46
480.0,86.0,45.0,5.0,1.0,2285.64,2405.71
480.0,76.0,44.0,7.0,1.0,2427.7,2570.39
480.0,72.0,45.0,4.0,4.0,2536.34,2590.53
480.0,70.0,2.0,40.0,8.0,1286.09,3122.5
480.0,80.0,4.0,40.0,4.0,1157.7,2811.89
480.0,77.0,4.0,32.0,10.0,1372.87,2993.53
480.0,73.0,3.0,43.0,3.0,1106.31,2823.97
480.0,80.0,2.0,45.0,4.0,1145.3,2985.72
480.0,74.0,7.0,48.0,7.0,1643.23,3670.46
480.0,80.0,9.0,48.0,8.0,1763.37,3859.85
480.0,89.0,16.0,40.0,11.0,2186.27,4051.71
480.0,64.0,11.0,39.0,6.0,1575.1,3283.39
480.0,78.0,13.0,51.0,7.0,1985.44,4121.54
480.0,72.0,17.0,36.0,9.0,2035.55,3817.62
480.0,76.0,10.0,48.0,6.0,1779.21,3738.29
480.0,85.0,20.0,39.0,5.0,1979.38,3613.71
480.0,79.0,14.0,40.0,7.0,1846.05,3656.88
480.0,79.0,17.0,43.0,6.0,1968.99,3831.06
480.0,73.0,3.0,50.0,10.0,1621.33,3844.64
480.0,79.0,3.0,53.0,6.0,1463.79,3713.32
480.0,82.0,8.0,46.0,13.0,1976.01,4198.29
480.0,88.0,4.0,59.0,4.0,1520.38,3829.64
480.0,72.0,4.0,52.0,7.0,1547.39,3761.73
480.0,75.0,43.0,2.0,4.0,2418.62,2353.97
480.0,79.0,42.0,0.0,3.0,2384.4,2171.94
480.0,66.0,45.0,1.0,2.0,2320.87,2138.61
480.0,86.0,47.0,2.0,1.0,2387.9,2250.38
480.0,75.0,44.0,2.0,1.0,2251.74,2127.96
480.0,83.0,0.0,52.0,6.0,1310.92,3458.82
480.0,82.0,0.0,51.0,8.0,1401.83,3614.62
480.0,75.0,1.0,45.0,12.0,1607.85,3753.71
480.0,77.0,3.0,52.0,9.0,1604.66,3802.35
480.0,76.0,0.0,54.0,5.0,1272.26,3480.27
480.0,81.0,43.0,4.0,5.0,2595.15,2567.1
480.0,72.0,45.0,3.0,2.0,2369.55,2349.15
480.0,78.0,43.0,2.0,4.0,2433.0,2333.29
480.0,77.0,44.0,4.0,5.0,2612.92,2610.08
480.0,71.0,47.0,1.0,1.0,2347.42,2198.46
480.0,74.0,6.0,45.0,5.0,1415.8,3206.23
480.0,82.0,10.0,47.0,5.0,1626.1,3529.59
480.0,83.0,16.0,32.0,10.0,1958.34,3495.19
480.0,79.0,6.0,42.0,9.0,1565.4,3417.05
480.0,74.0,9.0,45.0,4.0,1501.79,3253.66
480.0,72.0,40.0,6.0,6.0,2523.76,2621.0
480.0,77.0,42.0,3.0,5.0,2505.82,2487.3
480.0,77.0,43.0,3.0,2.0,2238.11,2223.63
480.0,80.0,40.0,5.0,6.0,2534.73,2573.33
480.0,65.0,43.0,4.0,3.0,2412.36,2405.51
480.0,73.0,9.0,46.0,8.0,1760.02,3807.46
480.0,73.0,16.0,43.0,7.0,2050.81,3917.9
480.0,85.0,17.0,45.0,12.0,2368.61,4456.1
480.0,77.0,18.0,45.0,6.0,2023.15,3951.32
480.0,71.0,7.0,45.0,8.0,1623.01,3663.5
480.0,72.0,3.0,49.0,9.0,1562.76,3730.01
480.0,81.0,5.0,48.0,10.0,1741.87,3975.03
480.0,72.0,3.0,50.0,9.0,1575.28,3781.95
480.0,91.0,2.0,55.0,6.0,1458.96,3795.94
480.0,75.0,4.0,54.0,5.0,1473.21,3679.4
480.0,70.0,40.0,3.0,6.0,2465.03,2472.15
480.0,81.0,42.0,2.0,5.0,2487.57,2434.25
480.0,86.0,40.0,2.0,6.0,2481.48,2398.14
480.0,72.0,45.0,2.0,2.0,2380.65,2272.26
480.0,70.0,41.0,3.0,3.0,2311.34,2262.69
480.0,79.0,22.0,41.0,7.0,2276.29,4092.26
480.0,73.0,27.0,34.0,8.0,2494.1,3987.64
480.0,83.0,34.0,38.0,8.0,2837.38,4411.75
480.0,75.0,27.0,35.0,8.0,2383.78,3969.78
480.0,77.0,28.0,37.0,9.0,2591.41,4204.85
480.0,69.0,10.0,41.0,6.0,1603.32,3312.15
480.0,82.0,16.0,33.0,6.0,1806.5,3166.35
480.0,80.0,25.0,24.0,4.0,1891.92,2945.32
480.0,88.0,19.0,37.0,3.0,1743.11,3210.53
480.0,81.0,18.0,35.0,2.0,1610.03,3011.42
480.0,80.0,45.0,24.0,1.0,2704.74,3567.42
480.0,73.0,31.0,31.0,5.0,2399.92,3692.39
480.0,86.0,39.0,14.0,10.0,2912.25,3675.01
480.0,71.0,38.0,23.0,8.0,2790.55,3893.4
480.0,76.0,46.0,26.0,2.0,2812.88,3762.69
480.0,81.0,42.0,3.0,8.0,2730.59,2838.74
480.0,77.0,41.0,5.0,5.0,2469.03,2660.72
480.0,78.0,39.0,5.0,6.0,2486.91,2620.07
480.0,78.0,45.0,10.0,4.0,2639.94,3005.85
480.0,73.0,45.0,8.0,2.0,2470.39,2751.1
480.0,74.0,18.0,39.0,8.0,2075.34,3851.33
480.0,80.0,16.0,48.0,6.0,1977.72,3987.07
480.0,73.0,25.0,38.0,7.0,2398.23,4057.44
480.0,79.0,13.0,48.0,5.0,1832.64,3820.57
480.0,76.0,14.0,42.0,8.0,1971.98,3864.79
480.0,77.0,0.0,47.0,9.0,1381.5,3424.46
480.0,73.0,0.0,50.0,9.0,1431.35,3589.95
480.0,81.0,0.0,50.0,6.0,1248.59,3295.6
480.0,87.0,0.0,56.0,3.0,1198.19,3343.08
480.0,80.0,0.0,53.0,5.0,1242.67,3350.18
480.0,91.0,35.0,40.0,5.0,2754.45,4244.33
480.0,72.0,19.0,43.0,6.0,2109.75,3857.74
480.0,88.0,34.0,40.0,9.0,3061.1,4577.11
480.0,89.0,33.0,40.0,6.0,2702.71,4245.67
480.0,79.0,18.0,48.0,5.0,2084.83,3979.58
480.0,77.0,17.0,48.0,1.0,1748.42,3599.09
480.0,72.0,13.0,46.0,7.0,1849.74,3861.94
480.0,74.0,15.0,35.0,11.0,2079.65,3807.66
480.0,93.0,15.0,50.0,6.0,1998.28,4066.39
480.0,73.0,12.0,51.0,7.0,1962.11,4094.36
480.0,77.0,1.0,46.0,9.0,1414.4,3411.38
480.0,74.0,2.0,48.0,8.0,1435.42,3496.14
480.0,72.0,0.0,45.0,7.0,1215.17,3093.61
480.0,79.0,1.0,48.0,6.0,1314.75,3333.91
480.0,71.0,0.0,48.0,8.0,1338.72,3390.8
480.0,66.0,42.0,6.0,2.0,2283.72,2356.18
480.0,84.0,39.0,6.0,2.0,2145.7,2214.83
480.0,73.0,40.0,3.0,3.0,2220.78,2184.94
480.0,76.0,42.0,6.0,1.0,2212.76,2259.07
480.0,78.0,35.0,9.0,5.0,2300.65,2499.92
480.0,72.0,28.0,29.0,11.0,2631.07,4022.9
480.0,64.0,23.0,34.0,4.0,1992.29,3422.43
480.0,81.0,33.0,30.0,4.0,2459.74,3671.02
480.0,88.0,30.0,38.0,5.0,2495.2,4046.38
480.0,73.0,18.0,39.0,6.0,1941.81,3643.49
480.0,77.0,10.0,49.0,10.0,2016.12,4150.68
480.0,71.0,13.0,44.0,11.0,2149.28,4009.09
480.0,68.0,18.0,33.0,15.0,2348.97,4014.68
480.0,79.0,19.0,44.0,5.0,2062.74,3870.43
480.0,71.0,16.0,44.0,8.0,2048.85,3904.36
480.0,93.0,0.0,50.0,11.0,1555.42,3893.66
480.0,70.0,2.0,50.0,9.0,1531.93,3719.22
480.0,74.0,0.0,46.0,13.0,1592.22,3770.62
480.0,78.0,1.0,57.0,4.0,1315.4,3575.22
480.0,81.0,0.0,51.0,9.0,1452.8,3732.69
480.0,77.0,10.0,35.0,3.0,1326.47,2810.37
480.0,76.0,5.0,37.0,7.0,1314.0,3010.41
480.0,85.0,7.0,32.0,9.0,1466.99,2993.32
480.0,78.0,13.0,34.0,2.0,1373.51,2797.99
480.0,74.0,8.0,35.0,6.0,1386.67,2939.53
480.0,84.0,43.0,25.0,4.0,2914.84,3805.92
480.0,77.0,36.0,29.0,10.0,2950.51,4151.47
480.0,84.0,36.0,32.0,8.0,2889.61,4136.01
480.0,73.0,32.0,31.0,4.0,2350.82,3633.27
480.0,74.0,30.0,33.0,6.0,2451.54,3834.43
480.0,85.0,43.0,28.0,6.0,3059.05,4071.2
480.0,73.0,33.0,24.0,7.0,2496.56,3528.59
480.0,76.0,36.0,24.0,13.0,3010.71,4215.69
480.0,88.0,37.0,35.0,7.0,2892.05,4279.9
480.0,66.0,31.0,28.0,4.0,2226.99,3460.2
480.0,69.0,1.0,46.0,7.0,1279.03,3204.48
480.0,79.0,0.0,45.0,8.0,1278.99,3222.68
480.0,73.0,1.0,46.0,5.0,1162.54,3012.97
480.0,85.0,2.0,48.0,7.0,1381.74,3420.72
480.0,76.0,1.0,51.0,4.0,1206.43,3223.64
480.0,66.0,42.0,6.0,2.0,2283.72,2364.42
480.0,84.0,39.0,6.0,2.0,2145.7,2223.48
480.0,73.0,40.0,3.0,3.0,2220.78,2195.87
480.0,76.0,42.0,6.0,1.0,2212.76,2264.92
480.0,78.0,35.0,9.0,5.0,2300.65,2513.82
480.0,75.0,8.0,40.0,5.0,1435.02,3135.26
480.0,76.0,7.0,38.0,6.0,1380.58,3120.57
480.0,83.0,11.0,32.0,7.0,1512.36,3049.72
480.0,78.0,7.0,40.0,4.0,1294.45,2983.24
480.0,76.0,8.0,37.0,6.0,1401.5,3079.31
480.0,87.0,31.0,43.0,9.0,2916.08,4697.99
480.0,62.0,30.0,19.0,9.0,2446.02,3477.02
480.0,81.0,33.0,34.0,11.0,2885.77,4469.53
480.0,91.0,33.0,47.0,6.0,2812.9,4665.03
480.0,75.0,26.0,39.0,9.0,2563.96,4284.81
480.0,81.0,11.0,37.0,8.0,1668.79,3372.39
480.0,82.0,13.0,39.0,9.0,1960.0,3607.04
480.0,80.0,19.0,25.0,5.0,1703.79,2835.98
480.0,90.0,15.0,36.0,5.0,1692.64,3198.55
480.0,71.0,15.0,36.0,4.0,1628.12,3133.93
480.0,85.0,28.0,40.0,8.0,2566.09,4362.88
480.0,70.0,23.0,36.0,6.0,2104.15,3798.76
480.0,87.0,33.0,42.0,9.0,2932.2,4713.63
480.0,76.0,23.0,39.0,8.0,2332.63,4063.4
480.0,71.0,32.0,32.0,4.0,2354.58,3716.71
480.0,97.0,42.0,41.0,6.0,3230.69,4764.81
480.0,63.0,24.0,30.0,7.0,2173.12,3505.77
480.0,76.0,40.0,26.0,5.0,2699.99,3794.36
480.0,80.0,35.0,33.0,2.0,2385.72,3710.55
480.0,69.0,30.0,27.0,7.0,2369.99,3664.97
480.0,74.0,44.0,14.0,3.0,2634.61,3067.67
480.0,72.0,41.0,14.0,3.0,2503.44,2987.74
480.0,78.0,38.0,12.0,6.0,2459.85,2946.63
480.0,79.0,45.0,12.0,4.0,2683.02,3048.04
480.0,71.0,46.0,12.0,1.0,2499.44,2789.61
480.0,83.0,0.0,46.0,7.0,1258.0,3209.53
480.0,78.0,0.0,49.0,7.0,1295.33,3302.12
480.0,78.0,0.0,38.0,9.0,1211.37,2916.65
480.0,72.0,0.0,48.0,5.0,1162.83,3086.34
480.0,73.0,0.0,48.0,5.0,1208.36,3144.38
480.0,75.0,15.0,41.0,7.0,1876.74,3700.64
480.0,73.0,7.0,42.0,10.0,1681.09,3621.0
480.0,83.0,18.0,36.0,5.0,1837.55,3391.91
480.0,75.0,11.0,46.0,7.0,1773.62,3799.71
480.0,66.0,9.0,45.0,6.0,1590.47,3550.9
480.0,66.0,0.0,46.0,7.0,1244.15,3164.68
480.0,78.0,0.0,41.0,9.0,1264.33,3095.54
480.0,78.0,0.0,38.0,9.0,1211.37,2927.21
480.0,72.0,0.0,48.0,5.0,1162.83,3097.31
480.0,74.0,0.0,47.0,4.0,1082.72,2934.05
480.0,89.0,44.0,30.0,8.0,3168.48,4474.69
480.0,72.0,35.0,24.0,8.0,2705.17,3707.88
480.0,80.0,43.0,27.0,9.0,3115.91,4292.55
480.0,83.0,30.0,35.0,5.0,2489.32,3811.43
480.0,76.0,35.0,25.0,15.0,3139.87,4338.94
480.0,68.0,0.0,48.0,8.0,1385.09,3557.2
480.0,70.0,1.0,51.0,6.0,1349.0,3518.92
480.0,73.0,1.0,52.0,6.0,1387.14,3597.86
480.0,74.0,1.0,54.0,6.0,1377.32,3643.3
480.0,71.0,0.0,51.0,9.0,1455.35,3692.09
480.0,71.0,25.0,32.0,4.0,2107.91,3410.4
480.0,74.0,22.0,35.0,6.0,2051.05,3556.41
480.0,80.0,25.0,25.0,9.0,2221.92,3440.46
480.0,78.0,21.0,37.0,2.0,1895.04,3349.3
480.0,73.0,13.0,44.0,2.0,1636.7,3325.64
480.0,73.0,45.0,0.0,5.0,2540.51,2412.4
480.0,71.0,43.0,1.0,4.0,2410.98,2336.39
480.0,83.0,44.0,0.0,3.0,2356.61,2224.3
480.0,80.0,43.0,3.0,6.0,2629.0,2630.32
480.0,73.0,46.0,1.0,3.0,2437.98,2396.02
480.0,74.0,43.0,24.0,4.0,2791.71,3703.46
480.0,73.0,36.0,24.0,8.0,2651.72,3746.91
480.0,80.0,35.0,31.0,6.0,2614.07,3896.94
480.0,70.0,33.0,30.0,4.0,2391.42,3517.52
480.0,66.0,33.0,24.0,3.0,2219.89,3264.15
480.0,75.0,22.0,21.0,7.0,1913.17,2956.51
480.0,80.0,26.0,19.0,2.0,1730.82,2558.13
480.0,92.0,28.0,16.0,6.0,2027.49,2804.78
480.0,79.0,30.0,19.0,1.0,1838.33,2592.39
480.0,75.0,23.0,22.0,4.0,1768.76,2776.05
480.0,86.0,27.0,23.0,6.0,2161.74,3220.96
480.0,66.0,23.0,30.0,5.0,2013.78,3224.09
480.0,80.0,31.0,15.0,7.0,2208.75,2932.96
480.0,85.0,25.0,25.0,5.0,2023.41,3070.44
480.0,67.0,18.0,32.0,6.0,1832.63,3185.0
480.0,80.0,2.0,41.0,5.0,1131.13,3069.2
480.0,74.0,3.0,43.0,3.0,1100.29,3012.46
480.0,83.0,2.0,40.0,9.0,1373.59,3319.75
480.0,76.0,2.0,44.0,7.0,1313.22,3407.4
480.0,71.0,1.0,43.0,6.0,1175.6,3176.18
480.0,59.0,31.0,16.0,5.0,2095.4,2903.94
480.0,82.0,31.0,25.0,4.0,2214.8,3190.16
480.0,74.0,30.0,16.0,2.0,1823.67,2489.44
480.0,85.0,19.0,29.0,5.0,1879.52,3060.15
480.0,70.0,23.0,29.0,3.0,1890.73,3012.46
480.0,80.0,3.0,40.0,8.0,1331.41,3160.84
480.0,76.0,5.0,38.0,6.0,1279.73,2970.3
480.0,83.0,7.0,34.0,11.0,1627.22,3348.05
480.0,87.0,8.0,40.0,6.0,1470.39,3256.77
480.0,76.0,6.0,39.0,4.0,1222.54,2856.32
480.0,70.0,3.0,44.0,4.0,1175.5,3134.75
480.0,79.0,3.0,43.0,5.0,1256.25,3208.13
480.0,83.0,2.0,40.0,9.0,1373.59,3314.38
480.0,76.0,3.0,43.0,7.0,1343.16,3389.74
480.0,81.0,2.0,43.0,6.0,1237.06,3253.09
480.0,82.0,13.0,49.0,9.0,2078.98,4273.33
480.0,64.0,15.0,40.0,6.0,1845.87,3541.95
480.0,77.0,21.0,41.0,9.0,2278.73,4179.54
480.0,68.0,11.0,44.0,10.0,1925.53,3988.49
480.0,71.0,11.0,44.0,9.0,1874.02,3919.64
480.0,77.0,9.0,40.0,9.0,1714.18,3493.48
480.0,80.0,3.0,45.0,7.0,1357.41,3235.41
480.0,82.0,14.0,31.0,10.0,1848.97,3365.26
480.0,74.0,5.0,45.0,5.0,1356.01,3196.55
480.0,75.0,7.0,40.0,7.0,1496.47,3206.5
480.0,88.0,4.0,42.0,6.0,1342.14,3186.9
480.0,74.0,1.0,41.0,7.0,1195.05,3006.84
480.0,83.0,4.0,39.0,6.0,1281.52,3019.85
480.0,83.0,2.0,45.0,5.0,1216.0,3103.99
480.0,73.0,5.0,43.0,2.0,1140.93,2859.37
480.0,77.0,14.0,33.0,5.0,1573.37,3089.83
480.0,83.0,18.0,34.0,6.0,1913.8,3401.88
480.0,88.0,17.0,26.0,11.0,1941.98,3396.14
480.0,73.0,17.0,33.0,4.0,1664.83,3083.97
480.0,70.0,11.0,39.0,1.0,1330.2,2890.0
480.0,90.0,47.0,12.0,6.0,2860.29,3376.8
480.0,72.0,37.0,15.0,7.0,2581.64,3130.5
480.0,83.0,36.0,15.0,4.0,2236.33,2852.32
480.0,80.0,42.0,16.0,3.0,2516.4,3073.39
480.0,74.0,42.0,15.0,3.0,2541.7,3012.04
480.0,75.0,45.0,1.0,2.0,2354.14,2177.08
480.0,75.0,44.0,0.0,3.0,2352.81,2133.13
480.0,88.0,44.0,0.0,2.0,2316.36,2097.79
480.0,74.0,44.0,2.0,3.0,2412.82,2284.55
480.0,69.0,41.0,3.0,4.0,2390.6,2320.34
480.0,80.0,45.0,15.0,3.0,2697.22,3220.64
480.0,79.0,41.0,13.0,3.0,2518.62,3018.8
480.0,84.0,39.0,16.0,6.0,2542.99,3204.17
480.0,79.0,45.0,12.0,4.0,2683.02,3049.96
480.0,80.0,44.0,13.0,5.0,2720.57,3212.76
480.0,88.0,31.0,33.0,15.0,3151.99,4743.2
480.0,75.0,28.0,37.0,7.0,2464.43,4045.85
480.0,91.0,34.0,36.0,17.0,3413.44,5102.51
480.0,78.0,29.0,36.0,7.0,2588.91,4027.05
480.0,75.0,30.0,36.0,6.0,2497.06,4063.8
480.0,85.0,41.0,26.0,7.0,2921.29,3976.2
480.0,69.0,31.0,29.0,4.0,2331.43,3482.7
480.0,79.0,42.0,25.0,9.0,3098.99,4110.6
480.0,72.0,34.0,22.0,10.0,2720.72,3786.62
480.0,87.0,40.0,28.0,8.0,2991.66,4161.7
480.0,87.0,26.0,26.0,8.0,2299.17,3520.9
480.0,71.0,26.0,28.0,7.0,2268.37,3406.98
480.0,77.0,30.0,20.0,4.0,2066.89,2864.52
480.0,78.0,21.0,31.0,5.0,1912.27,3248.41
480.0,73.0,25.0,28.0,5.0,2044.09,3243.16
480.0,84.0,36.0,28.0,6.0,2718.03,3815.07
480.0,77.0,37.0,28.0,10.0,2978.05,4148.05
480.0,83.0,38.0,27.0,8.0,2883.93,4005.42
480.0,82.0,28.0,38.0,7.0,2696.83,4136.36
480.0,76.0,39.0,30.0,5.0,2700.86,3980.06
480.0,73.0,2.0,51.0,6.0,1372.71,3533.32
480.0,85.0,2.0,48.0,10.0,1559.97,3775.48
480.0,81.0,1.0,43.0,11.0,1525.94,3573.16
480.0,79.0,1.0,51.0,7.0,1380.47,3536.08
480.0,77.0,1.0,51.0,7.0,1414.8,3653.5
480.0,81.0,3.0,51.0,11.0,1700.38,4007.95
480.0,81.0,3.0,51.0,8.0,1539.18,3717.02
480.0,81.0,4.0,44.0,15.0,1944.44,4041.78
480.0,74.0,4.0,54.0,6.0,1565.46,3818.22
480.0,75.0,6.0,50.0,6.0,1573.78,3634.76
480.0,75.0,23.0,37.0,10.0,2519.1,4205.12
480.0,74.0,28.0,31.0,6.0,2285.36,3735.79
480.0,77.0,33.0,29.0,12.0,2933.84,4327.26
480.0,99.0,29.0,47.0,12.0,3014.99,4989.7
480.0,91.0,28.0,38.0,15.0,3026.45,4887.83
480.0,71.0,40.0,5.0,5.0,2451.86,2506.46
480.0,78.0,42.0,3.0,3.0,2344.1,2279.31
480.0,86.0,40.0,2.0,6.0,2481.48,2395.66
480.0,92.0,42.0,3.0,6.0,2595.84,2532.49
480.0,70.0,41.0,3.0,3.0,2311.34,2259.16
480.0,101.0,36.0,40.0,16.0,3472.28,5358.87
480.0,75.0,29.0,38.0,4.0,2400.7,3894.57
480.0,78.0,37.0,27.0,11.0,2961.01,4301.74
480.0,71.0,33.0,30.0,6.0,2502.95,3786.82
480.0,76.0,31.0,37.0,5.0,2490.69,4065.53
480.0,88.0,4.0,41.0,6.0,1289.27,3055.32
480.0,75.0,7.0,40.0,3.0,1262.86,2953.56
480.0,89.0,12.0,30.0,6.0,1518.35,2890.95
480.0,73.0,7.0,41.0,4.0,1306.07,3011.69
480.0,69.0,8.0,37.0,6.0,1413.52,3088.72
480.0,77.0,0.0,40.0,10.0,1321.35,3151.05
480.0,76.0,1.0,42.0,4.0,1043.07,2731.49
480.0,78.0,0.0,38.0,9.0,1211.37,2920.57
480.0,78.0,0.0,43.0,6.0,1142.72,2948.99
480.0,78.0,0.0,44.0,6.0,1145.77,2970.23
480.0,78.0,18.0,43.0,10.0,2250.39,4275.67
480.0,72.0,12.0,49.0,6.0,1812.5,3906.73
480.0,79.0,17.0,42.0,10.0,2214.5,4194.99
480.0,73.0,14.0,45.0,10.0,2104.93,4142.0
480.0,75.0,9.0,50.0,8.0,1852.08,4023.46
480.0,96.0,42.0,41.0,7.0,3280.63,4793.18
480.0,71.0,30.0,31.0,8.0,2469.76,3837.01
480.0,84.0,41.0,31.0,9.0,3134.98,4389.5
480.0,93.0,39.0,39.0,6.0,3007.16,4444.37
480.0,74.0,35.0,30.0,5.0,2587.03,3802.42
480.0,71.0,10.0,46.0,7.0,1767.7,3698.77
480.0,80.0,11.0,45.0,5.0,1630.08,3492.58
480.0,81.0,11.0,44.0,8.0,1928.74,3781.33
480.0,72.0,8.0,48.0,6.0,1650.98,3540.56
480.0,74.0,8.0,46.0,7.0,1639.29,3660.52
480.0,82.0,23.0,41.0,2.0,2004.77,3553.3
480.0,81.0,11.0,41.0,9.0,1788.03,3710.05
480.0,84.0,22.0,31.0,7.0,2014.23,3498.82
480.0,76.0,14.0,40.0,8.0,1892.4,3723.39
480.0,75.0,15.0,40.0,6.0,1854.09,3722.16
480.0,72.0,10.0,39.0,6.0,1597.34,3206.58
480.0,75.0,6.0,44.0,6.0,1439.35,3277.45
480.0,74.0,20.0,27.0,4.0,1660.4,2848.54
480.0,77.0,16.0,40.0,3.0,1654.07,3239.39
480.0,76.0,12.0,40.0,4.0,1517.9,3135.59
480.0,75.0,10.0,37.0,11.0,1829.09,3560.97
480.0,80.0,3.0,45.0,7.0,1357.41,3235.03
480.0,82.0,14.0,31.0,10.0,1848.97,3364.13
480.0,74.0,5.0,45.0,5.0,1356.01,3195.99
480.0,75.0,7.0,40.0,7.0,1496.47,3205.74
480.0,71.0,39.0,5.0,4.0,2255.91,2427.09
480.0,77.0,44.0,0.0,2.0,2315.31,2088.79
480.0,87.0,39.0,5.0,2.0,2130.84,2235.51
480.0,68.0,39.0,6.0,3.0,2260.07,2373.44
480.0,72.0,40.0,3.0,3.0,2284.86,2320.97
