Time_Stamp,Input__NewOrder,Output__MAG1 Completed,Output__MAG2 Completed,Output__ReWork Completed,Emission,Grid
480.0,70.0,23.0,35.0,7.0,2170.54,3751.39
480.0,70.0,22.0,33.0,13.0,2556.32,4146.63
480.0,91.0,30.0,43.0,9.0,2804.38,4640.37
480.0,69.0,34.0,30.0,3.0,2331.43,3541.0
480.0,71.0,25.0,34.0,7.0,2304.1,3750.21
480.0,73.0,27.0,35.0,7.0,2331.0,3901.13
480.0,65.0,26.0,31.0,7.0,2193.46,3647.87
480.0,82.0,30.0,39.0,4.0,2386.07,3974.76
480.0,72.0,31.0,35.0,4.0,2371.95,3811.66
480.0,81.0,30.0,39.0,9.0,2769.24,4375.34
480.0,83.0,37.0,35.0,2.0,2545.01,3878.27
480.0,64.0,30.0,24.0,8.0,2402.67,3598.25
480.0,80.0,31.0,38.0,4.0,2453.64,3910.71
480.0,66.0,19.0,36.0,6.0,1968.35,3511.19
480.0,86.0,29.0,46.0,7.0,2646.1,4501.81
480.0,73.0,28.0,35.0,6.0,2419.32,3852.7
480.0,71.0,22.0,39.0,6.0,2166.63,3837.64
480.0,78.0,35.0,32.0,6.0,2713.17,4012.66
480.0,80.0,34.0,34.0,7.0,2671.22,4113.45
480.0,83.0,37.0,37.0,6.0,2828.47,4355.86
480.0,86.0,36.0,42.0,4.0,2776.16,4344.82
480.0,68.0,27.0,28.0,10.0,2497.38,3850.43
480.0,78.0,27.0,42.0,4.0,2320.41,3985.37
480.0,70.0,27.0,31.0,8.0,2403.61,3756.52
480.0,90.0,32.0,39.0,14.0,3107.42,4951.97
480.0,66.0,29.0,29.0,6.0,2341.96,3565.14
480.0,87.0,30.0,41.0,9.0,2880.33,4530.21
480.0,68.0,24.0,34.0,7.0,2206.59,3747.18
480.0,75.0,35.0,30.0,7.0,2746.06,4006.98
480.0,76.0,26.0,38.0,10.0,2605.04,4298.74
480.0,80.0,23.0,43.0,10.0,2597.94,4417.65
480.0,87.0,36.0,39.0,9.0,3006.0,4655.21
480.0,73.0,29.0,31.0,7.0,2480.0,3810.21
480.0,73.0,27.0,32.0,12.0,2643.07,4163.32
480.0,79.0,32.0,37.0,5.0,2532.61,4091.03
480.0,82.0,23.0,40.0,11.0,2624.65,4490.96
480.0,76.0,36.0,30.0,6.0,2702.65,3899.62
480.0,69.0,27.0,31.0,9.0,2394.39,3918.95
480.0,78.0,30.0,37.0,7.0,2570.08,4100.91
480.0,67.0,34.0,24.0,4.0,2383.32,3336.22
480.0,81.0,22.0,48.0,5.0,2417.96,4199.97
480.0,76.0,32.0,37.0,5.0,2493.41,4067.35
480.0,69.0,22.0,37.0,7.0,2203.22,3793.24
480.0,79.0,25.0,44.0,7.0,2502.77,4299.57
480.0,80.0,35.0,33.0,5.0,2629.39,4015.49
480.0,69.0,28.0,30.0,8.0,2445.65,3782.87
480.0,87.0,30.0,34.0,13.0,2921.71,4537.36
480.0,82.0,31.0,33.0,11.0,2778.38,4352.74
480.0,82.0,29.0,41.0,8.0,2787.34,4511.11
480.0,94.0,35.0,46.0,5.0,2813.25,4629.51
480.0,71.0,26.0,38.0,6.0,2342.11,3927.19
480.0,74.0,20.0,42.0,5.0,2044.22,3875.62
480.0,66.0,21.0,37.0,8.0,2247.52,3760.72
480.0,68.0,31.0,32.0,3.0,2253.29,3581.05
480.0,52.0,19.0,23.0,5.0,1689.83,2768.03
480.0,79.0,31.0,38.0,6.0,2605.76,4176.99
480.0,68.0,29.0,27.0,9.0,2457.44,3757.43
480.0,78.0,31.0,32.0,10.0,2765.24,4152.43
480.0,85.0,30.0,43.0,9.0,2799.06,4623.12
480.0,67.0,22.0,33.0,5.0,1966.42,3429.54
480.0,82.0,27.0,42.0,8.0,2636.82,4374.89
480.0,87.0,39.0,35.0,11.0,3258.66,4753.27
480.0,87.0,34.0,42.0,5.0,2825.17,4471.05
480.0,81.0,22.0,45.0,7.0,2396.14,4348.48
480.0,74.0,27.0,38.0,9.0,2541.5,4175.26
480.0,77.0,22.0,40.0,8.0,2291.11,3998.58
480.0,75.0,26.0,38.0,8.0,2432.09,4095.43
480.0,91.0,39.0,36.0,12.0,3244.59,4923.51
480.0,69.0,28.0,28.0,8.0,2390.14,3795.34
480.0,77.0,28.0,37.0,10.0,2759.76,4385.65
480.0,76.0,25.0,35.0,10.0,2544.73,4128.58
480.0,71.0,33.0,31.0,4.0,2382.98,3666.87
480.0,70.0,22.0,38.0,8.0,2312.1,3928.55
480.0,59.0,28.0,22.0,7.0,2193.3,3290.11
480.0,69.0,26.0,32.0,8.0,2364.32,3857.82
480.0,80.0,28.0,33.0,11.0,2738.01,4246.93
480.0,71.0,24.0,36.0,8.0,2408.71,3905.4
480.0,79.0,25.0,36.0,10.0,2582.93,4309.32
480.0,77.0,31.0,34.0,9.0,2680.17,4176.41
480.0,88.0,37.0,40.0,6.0,2852.13,4466.79
480.0,66.0,29.0,28.0,8.0,2378.24,3668.99
480.0,85.0,41.0,33.0,5.0,2939.26,4229.52
480.0,69.0,29.0,31.0,7.0,2454.3,3742.31
480.0,75.0,25.0,37.0,8.0,2482.68,4052.27
480.0,86.0,34.0,38.0,11.0,3117.2,4727.94
480.0,74.0,29.0,34.0,8.0,2591.35,4096.06
480.0,81.0,37.0,35.0,8.0,2884.31,4367.34
480.0,67.0,24.0,37.0,3.0,2045.36,3513.87
480.0,73.0,17.0,41.0,9.0,2220.9,4019.39
480.0,84.0,29.0,39.0,10.0,2750.2,4416.57
480.0,87.0,32.0,35.0,14.0,3019.32,4776.47
480.0,84.0,30.0,43.0,6.0,2657.7,4376.8
480.0,83.0,30.0,37.0,10.0,2802.74,4514.76
480.0,75.0,30.0,35.0,4.0,2357.98,3757.02
480.0,76.0,28.0,30.0,12.0,2777.47,4150.33
480.0,70.0,31.0,32.0,4.0,2378.77,3577.51
480.0,83.0,36.0,37.0,4.0,2651.8,4056.28
480.0,84.0,35.0,38.0,5.0,2801.89,4270.43
480.0,82.0,32.0,40.0,5.0,2620.56,4216.7
480.0,80.0,32.0,35.0,10.0,2907.01,4390.64
480.0,61.0,16.0,34.0,5.0,1750.41,3161.72
480.0,82.0,36.0,33.0,9.0,3024.65,4352.23
480.0,83.0,34.0,33.0,9.0,2875.98,4333.96
480.0,74.0,36.0,28.0,7.0,2722.41,3830.71
480.0,74.0,29.0,35.0,3.0,2198.69,3571.32
480.0,72.0,32.0,29.0,6.0,2434.51,3683.27
480.0,62.0,28.0,27.0,3.0,2027.77,3094.54
480.0,73.0,28.0,36.0,6.0,2397.97,3814.0
480.0,76.0,37.0,26.0,8.0,2808.65,3874.07
480.0,96.0,44.0,38.0,6.0,3166.7,4590.9
480.0,81.0,29.0,34.0,12.0,2803.75,4336.4
480.0,64.0,31.0,22.0,6.0,2404.95,3354.02
480.0,79.0,21.0,39.0,13.0,2674.11,4321.5
480.0,73.0,28.0,38.0,5.0,2385.33,3923.65
480.0,82.0,39.0,29.0,9.0,2996.69,4208.27
480.0,74.0,32.0,33.0,6.0,2600.91,3881.05
480.0,81.0,37.0,35.0,7.0,2868.46,4262.78
480.0,81.0,37.0,35.0,3.0,2629.6,3912.0
480.0,81.0,38.0,29.0,5.0,2630.92,3830.06
480.0,81.0,31.0,40.0,6.0,2584.24,4213.04
480.0,75.0,42.0,27.0,3.0,2742.74,3625.06
480.0,73.0,30.0,28.0,10.0,2604.89,3901.05
480.0,79.0,32.0,36.0,5.0,2565.67,4025.67
480.0,73.0,36.0,27.0,6.0,2689.95,3709.98
480.0,86.0,33.0,37.0,10.0,2864.74,4495.75
480.0,70.0,34.0,27.0,5.0,2499.84,3639.52
480.0,80.0,32.0,36.0,5.0,2525.31,3978.96
480.0,76.0,32.0,30.0,13.0,2905.59,4324.99
480.0,79.0,33.0,35.0,9.0,2909.22,4288.65
480.0,71.0,29.0,30.0,5.0,2329.28,3544.57
480.0,74.0,30.0,33.0,8.0,2555.27,3966.01
480.0,84.0,42.0,27.0,11.0,3286.22,4361.68
480.0,85.0,37.0,38.0,8.0,2969.58,4487.24
480.0,71.0,28.0,29.0,5.0,2373.88,3457.5
480.0,67.0,28.0,32.0,3.0,2137.0,3457.96
480.0,81.0,28.0,40.0,10.0,2738.77,4449.25
480.0,76.0,40.0,26.0,4.0,2703.87,3675.29
480.0,72.0,35.0,28.0,7.0,2684.08,3743.42
480.0,78.0,34.0,32.0,8.0,2797.36,4063.05
480.0,65.0,32.0,21.0,9.0,2527.08,3540.07
480.0,78.0,29.0,38.0,9.0,2656.39,4238.82
480.0,68.0,30.0,28.0,9.0,2607.31,3727.33
480.0,80.0,37.0,28.0,11.0,2966.85,4225.16
480.0,77.0,38.0,32.0,4.0,2704.38,3892.78
480.0,74.0,34.0,29.0,9.0,2732.52,3988.27
480.0,73.0,33.0,30.0,8.0,2645.34,3969.94
480.0,76.0,29.0,33.0,7.0,2508.67,3832.34
480.0,84.0,39.0,31.0,9.0,2985.72,4358.64
480.0,83.0,40.0,34.0,6.0,3023.14,4205.62
480.0,67.0,27.0,33.0,5.0,2205.54,3551.61
480.0,69.0,34.0,30.0,4.0,2498.15,3632.65
480.0,74.0,27.0,40.0,6.0,2410.0,3991.67
480.0,71.0,27.0,31.0,12.0,2602.23,4049.7
480.0,76.0,26.0,32.0,10.0,2436.63,3937.25
480.0,61.0,22.0,30.0,6.0,1974.62,3319.31
480.0,82.0,31.0,38.0,8.0,2701.65,4262.03
480.0,78.0,41.0,24.0,8.0,2919.06,4011.95
480.0,84.0,45.0,26.0,5.0,2970.73,3956.36
480.0,98.0,40.0,38.0,7.0,3056.74,4566.94
480.0,65.0,21.0,32.0,7.0,2056.37,3526.79
480.0,79.0,35.0,30.0,9.0,2888.03,4128.37
480.0,71.0,28.0,23.0,12.0,2580.46,3751.76
480.0,73.0,32.0,28.0,5.0,2423.49,3565.58
480.0,82.0,37.0,29.0,10.0,3007.56,4237.76
480.0,75.0,28.0,40.0,6.0,2443.44,4021.4
480.0,78.0,36.0,31.0,7.0,2804.54,4095.56
480.0,79.0,39.0,31.0,7.0,2899.13,4156.32
480.0,85.0,32.0,43.0,8.0,2864.8,4518.67
480.0,75.0,28.0,32.0,12.0,2731.98,4166.47
480.0,71.0,33.0,29.0,4.0,2480.16,3583.87
480.0,76.0,32.0,29.0,11.0,2800.92,4112.89
480.0,68.0,26.0,32.0,5.0,2151.41,3508.03
480.0,75.0,31.0,31.0,11.0,2707.37,4187.36
480.0,63.0,29.0,25.0,7.0,2276.69,3408.43
480.0,69.0,31.0,25.0,6.0,2334.71,3428.55
480.0,71.0,29.0,34.0,6.0,2483.25,3785.35
480.0,71.0,28.0,32.0,8.0,2520.5,3890.83
480.0,76.0,32.0,29.0,11.0,2827.49,4165.34
480.0,73.0,33.0,31.0,5.0,2522.5,3780.14
480.0,92.0,45.0,33.0,8.0,3242.71,4556.53
480.0,77.0,33.0,32.0,6.0,2517.4,3872.18
480.0,80.0,34.0,33.0,11.0,2942.18,4375.88
480.0,72.0,30.0,30.0,7.0,2413.34,3723.85
480.0,67.0,34.0,25.0,5.0,2452.65,3477.39
480.0,83.0,39.0,33.0,5.0,2798.74,4019.03
480.0,75.0,30.0,30.0,10.0,2688.39,4093.06
480.0,79.0,34.0,28.0,11.0,2926.62,4146.38
480.0,62.0,20.0,31.0,8.0,2073.41,3492.31
480.0,75.0,30.0,34.0,7.0,2530.33,3969.72
480.0,76.0,22.0,32.0,12.0,2428.83,3967.66
480.0,80.0,36.0,33.0,8.0,2903.86,4235.87
480.0,73.0,30.0,32.0,7.0,2557.18,3815.79
480.0,82.0,40.0,31.0,7.0,2950.35,4191.08
480.0,90.0,44.0,36.0,5.0,3154.19,4531.99
480.0,75.0,38.0,18.0,13.0,3001.23,3975.46
480.0,73.0,43.0,22.0,5.0,2786.52,3672.65
480.0,82.0,42.0,32.0,3.0,2804.02,3954.36
480.0,80.0,30.0,41.0,4.0,2467.0,3987.16
480.0,59.0,24.0,22.0,6.0,1969.52,3050.03
480.0,81.0,40.0,27.0,7.0,2918.54,3987.54
480.0,66.0,31.0,25.0,5.0,2290.82,3389.46
480.0,83.0,42.0,28.0,9.0,3097.69,4303.41
480.0,75.0,35.0,31.0,6.0,2649.37,3964.38
480.0,78.0,42.0,18.0,6.0,2795.22,3628.98
480.0,85.0,38.0,34.0,9.0,3006.98,4448.34
480.0,75.0,38.0,26.0,4.0,2639.73,3596.93
480.0,73.0,34.0,26.0,10.0,2871.93,3987.8
480.0,86.0,47.0,26.0,3.0,2952.24,3899.95
480.0,76.0,37.0,27.0,6.0,2698.59,3791.17
480.0,88.0,40.0,40.0,3.0,2885.53,4379.98
480.0,84.0,36.0,31.0,8.0,2913.61,4249.24
480.0,61.0,27.0,24.0,5.0,2099.04,3207.51
480.0,74.0,29.0,34.0,6.0,2396.97,3887.13
480.0,74.0,39.0,23.0,8.0,2810.32,3869.89
480.0,67.0,34.0,29.0,3.0,2398.22,3507.42
480.0,86.0,34.0,32.0,15.0,3208.85,4689.92
480.0,79.0,37.0,30.0,6.0,2701.52,3931.83
480.0,80.0,39.0,32.0,6.0,2803.72,4113.07
480.0,83.0,37.0,31.0,9.0,2910.71,4207.12
480.0,81.0,34.0,32.0,9.0,2895.68,4208.47
480.0,76.0,32.0,34.0,6.0,2563.36,3902.2
480.0,69.0,30.0,30.0,6.0,2357.5,3624.06
480.0,73.0,37.0,29.0,4.0,2657.1,3683.86
480.0,71.0,42.0,18.0,6.0,2790.36,3499.51
480.0,83.0,38.0,34.0,8.0,2977.43,4306.59
480.0,71.0,36.0,22.0,8.0,2729.15,3789.58
480.0,77.0,39.0,26.0,10.0,2962.51,4124.48
480.0,76.0,29.0,35.0,8.0,2633.35,4134.31
480.0,88.0,42.0,31.0,11.0,3393.04,4606.33
480.0,69.0,33.0,23.0,8.0,2571.67,3647.97
480.0,78.0,35.0,33.0,6.0,2738.64,3983.66
480.0,91.0,44.0,34.0,5.0,3151.03,4317.36
480.0,82.0,32.0,29.0,11.0,2881.51,4158.85
480.0,79.0,39.0,25.0,7.0,2804.71,3881.67
480.0,76.0,37.0,32.0,3.0,2561.29,3773.91
480.0,82.0,42.0,33.0,5.0,2948.36,4157.69
480.0,79.0,41.0,25.0,8.0,2970.34,3992.89
480.0,73.0,26.0,35.0,8.0,2463.55,3930.57
480.0,75.0,32.0,35.0,5.0,2519.7,3903.57
480.0,63.0,35.0,17.0,6.0,2424.17,3184.41
480.0,85.0,36.0,35.0,6.0,2808.38,4232.33
480.0,71.0,26.0,35.0,7.0,2307.76,3783.44
480.0,72.0,29.0,31.0,8.0,2543.54,3847.6
480.0,87.0,37.0,38.0,10.0,3229.54,4619.39
480.0,75.0,38.0,24.0,10.0,3030.63,4085.09
480.0,72.0,36.0,30.0,3.0,2494.47,3615.54
480.0,85.0,33.0,31.0,12.0,2978.83,4408.57
480.0,79.0,36.0,31.0,8.0,2815.94,4125.35
480.0,75.0,40.0,29.0,4.0,2657.13,3817.93
480.0,79.0,33.0,37.0,4.0,2501.66,3988.16
480.0,80.0,37.0,25.0,13.0,3037.36,4274.88
480.0,81.0,36.0,38.0,3.0,2674.65,4060.78
480.0,67.0,30.0,26.0,9.0,2658.59,3772.32
480.0,75.0,33.0,29.0,6.0,2519.25,3772.28
480.0,52.0,22.0,21.0,7.0,1939.16,2932.44
480.0,79.0,30.0,37.0,5.0,2432.91,3938.23
480.0,69.0,34.0,29.0,4.0,2393.02,3581.51
480.0,70.0,30.0,28.0,7.0,2490.2,3588.58
480.0,84.0,39.0,29.0,14.0,3332.31,4572.33
480.0,74.0,31.0,31.0,6.0,2464.17,3762.57
480.0,78.0,37.0,29.0,6.0,2714.78,3895.55
480.0,81.0,41.0,26.0,8.0,3048.46,4188.69
480.0,84.0,37.0,28.0,9.0,2931.09,4136.3
480.0,84.0,43.0,35.0,4.0,2946.14,4201.31
480.0,77.0,29.0,39.0,5.0,2449.43,3906.53
480.0,78.0,30.0,36.0,7.0,2521.69,4075.51
480.0,78.0,35.0,33.0,7.0,2776.27,4097.82
480.0,82.0,34.0,41.0,6.0,2786.22,4279.85
480.0,77.0,41.0,28.0,4.0,2748.76,3899.02
480.0,80.0,40.0,35.0,2.0,2727.11,3932.27
480.0,72.0,40.0,24.0,3.0,2598.14,3469.56
480.0,75.0,26.0,36.0,6.0,2311.89,3770.34
480.0,90.0,41.0,36.0,7.0,3135.77,4552.14
480.0,65.0,35.0,19.0,7.0,2538.45,3373.57
480.0,67.0,27.0,30.0,7.0,2301.52,3599.25
480.0,69.0,31.0,29.0,5.0,2381.38,3549.57
480.0,72.0,31.0,25.0,11.0,2794.85,3843.86
480.0,75.0,35.0,20.0,10.0,2802.89,3839.3
480.0,68.0,25.0,32.0,9.0,2348.67,3783.6
480.0,80.0,46.0,25.0,4.0,2929.1,3893.46
480.0,73.0,35.0,23.0,9.0,2769.92,3772.37
480.0,90.0,38.0,37.0,9.0,3101.84,4553.81
480.0,74.0,36.0,29.0,4.0,2555.43,3675.57
480.0,67.0,34.0,22.0,8.0,2635.46,3570.57
480.0,75.0,33.0,27.0,8.0,2595.65,3874.77
480.0,75.0,37.0,25.0,10.0,2837.83,4045.1
480.0,84.0,38.0,34.0,7.0,2933.22,4284.95
480.0,68.0,37.0,20.0,7.0,2631.84,3484.24
480.0,84.0,39.0,36.0,4.0,2799.78,4133.53
480.0,74.0,34.0,27.0,7.0,2662.91,3693.22
480.0,84.0,36.0,30.0,6.0,2728.92,3918.65
480.0,74.0,40.0,25.0,6.0,2849.9,3840.57
480.0,83.0,38.0,23.0,13.0,3071.05,4255.29
480.0,88.0,43.0,28.0,10.0,3186.93,4439.89
480.0,72.0,32.0,26.0,10.0,2743.72,3828.35
480.0,69.0,0.0,46.0,10.0,1419.83,3614.52
480.0,69.0,0.0,55.0,4.0,1243.24,3477.39
480.0,76.0,0.0,48.0,11.0,1553.07,3822.8
480.0,59.0,0.0,51.0,7.0,1340.23,3554.06
480.0,72.0,0.0,50.0,7.0,1316.19,3479.88
480.0,69.0,2.0,53.0,6.0,1408.88,3673.97
480.0,86.0,2.0,56.0,5.0,1442.39,3838.78
480.0,73.0,0.0,50.0,7.0,1318.7,3512.93
480.0,69.0,0.0,48.0,9.0,1389.88,3567.62
480.0,81.0,0.0,52.0,10.0,1522.41,3892.83
480.0,69.0,0.0,51.0,8.0,1403.67,3624.7
480.0,74.0,1.0,52.0,8.0,1464.57,3768.16
480.0,73.0,1.0,56.0,5.0,1359.5,3649.19
480.0,68.0,2.0,47.0,11.0,1603.95,3889.88
480.0,91.0,0.0,57.0,4.0,1267.47,3634.63
480.0,75.0,1.0,51.0,10.0,1567.56,3938.52
480.0,68.0,0.0,54.0,3.0,1155.24,3321.87
480.0,91.0,0.0,52.0,9.0,1472.93,3863.57
480.0,69.0,0.0,50.0,7.0,1322.72,3539.33
480.0,72.0,0.0,46.0,14.0,1678.83,4006.89
480.0,69.0,1.0,51.0,11.0,1609.07,3971.59
480.0,79.0,1.0,53.0,7.0,1432.33,3783.08
480.0,66.0,2.0,48.0,10.0,1554.01,3791.89
480.0,72.0,0.0,49.0,8.0,1404.55,3644.02
480.0,74.0,0.0,56.0,5.0,1304.19,3625.37
480.0,87.0,1.0,56.0,6.0,1403.99,3807.57
480.0,66.0,0.0,46.0,10.0,1422.16,3624.54
480.0,77.0,0.0,53.0,8.0,1437.16,3811.37
480.0,61.0,1.0,52.0,7.0,1396.94,3631.0
480.0,85.0,3.0,56.0,7.0,1596.09,3985.53
480.0,70.0,1.0,51.0,8.0,1446.26,3709.73
480.0,83.0,1.0,50.0,11.0,1646.33,4057.25
480.0,76.0,3.0,48.0,9.0,1545.92,3786.12
480.0,78.0,1.0,52.0,8.0,1472.77,3794.45
480.0,83.0,0.0,46.0,14.0,1648.75,3941.5
480.0,83.0,1.0,51.0,8.0,1457.02,3779.68
480.0,98.0,2.0,59.0,4.0,1387.96,3820.28
480.0,81.0,0.0,53.0,10.0,1569.04,3973.79
480.0,81.0,0.0,49.0,10.0,1546.35,3903.94
480.0,77.0,0.0,53.0,8.0,1433.97,3792.44
480.0,82.0,0.0,54.0,6.0,1336.99,3677.22
480.0,71.0,0.0,54.0,4.0,1196.99,3402.29
480.0,84.0,0.0,50.0,11.0,1578.11,4007.84
480.0,68.0,3.0,48.0,9.0,1604.84,3856.9
480.0,61.0,0.0,51.0,8.0,1386.91,3649.29
480.0,76.0,2.0,55.0,6.0,1502.92,3851.46
480.0,72.0,1.0,49.0,11.0,1584.76,3860.52
480.0,70.0,0.0,53.0,9.0,1474.92,3791.91
480.0,88.0,0.0,56.0,5.0,1319.08,3708.12
480.0,80.0,1.0,51.0,7.0,1412.01,3694.41
480.0,81.0,0.0,54.0,7.0,1391.55,3734.55
480.0,67.0,0.0,55.0,4.0,1232.18,3456.36
480.0,82.0,0.0,51.0,10.0,1513.94,3873.8
480.0,86.0,1.0,54.0,8.0,1491.0,3887.05
480.0,74.0,0.0,51.0,9.0,1447.93,3761.47
480.0,79.0,1.0,53.0,7.0,1468.76,3862.14
480.0,86.0,1.0,57.0,4.0,1324.39,3724.44
480.0,78.0,1.0,48.0,11.0,1563.17,3840.4
480.0,68.0,0.0,49.0,6.0,1252.15,3411.35
480.0,58.0,1.0,48.0,6.0,1279.34,3385.8
480.0,79.0,0.0,58.0,4.0,1282.3,3647.98
480.0,80.0,0.0,53.0,8.0,1482.96,3857.08
480.0,71.0,2.0,45.0,10.0,1492.49,3651.27
480.0,86.0,0.0,52.0,10.0,1528.28,3945.57
480.0,76.0,0.0,54.0,4.0,1224.63,3469.44
480.0,76.0,0.0,49.0,11.0,1530.5,3825.12
480.0,68.0,0.0,49.0,10.0,1486.32,3755.07
480.0,82.0,1.0,53.0,7.0,1439.78,3786.06
480.0,69.0,2.0,56.0,5.0,1403.38,3717.65
480.0,78.0,2.0,53.0,8.0,1522.29,3863.17
480.0,85.0,0.0,54.0,7.0,1388.1,3782.78
480.0,72.0,0.0,58.0,4.0,1292.68,3625.68
480.0,89.0,0.0,51.0,10.0,1512.21,3870.85
480.0,82.0,0.0,48.0,9.0,1449.99,3731.42
480.0,65.0,1.0,51.0,5.0,1256.49,3391.98
480.0,72.0,0.0,54.0,5.0,1278.84,3530.81
480.0,77.0,0.0,50.0,11.0,1553.22,3927.93
480.0,80.0,0.0,46.0,14.0,1717.41,4105.85
480.0,65.0,0.0,45.0,14.0,1643.28,3892.68
480.0,75.0,0.0,56.0,5.0,1311.78,3679.79
480.0,77.0,0.0,58.0,3.0,1267.82,3622.38
480.0,76.0,0.0,46.0,16.0,1778.87,4160.86
480.0,63.0,1.0,45.0,10.0,1455.05,3615.23
480.0,70.0,1.0,54.0,7.0,1433.63,3731.9
480.0,67.0,0.0,53.0,8.0,1422.9,3699.46
480.0,71.0,0.0,51.0,7.0,1339.12,3592.62
480.0,88.0,0.0,54.0,8.0,1449.62,3884.96
480.0,75.0,0.0,51.0,8.0,1393.41,3669.41
480.0,75.0,1.0,53.0,7.0,1486.41,3851.17
480.0,78.0,1.0,49.0,9.0,1473.1,3738.95
480.0,76.0,1.0,54.0,7.0,1443.06,3794.57
480.0,81.0,0.0,48.0,14.0,1689.69,4130.55
480.0,75.0,0.0,49.0,10.0,1490.38,3817.23
480.0,69.0,1.0,53.0,7.0,1420.82,3719.74
480.0,80.0,0.0,50.0,12.0,1599.65,3955.58
480.0,70.0,0.0,53.0,7.0,1369.0,3679.37
480.0,71.0,1.0,46.0,8.0,1351.58,3496.0
480.0,81.0,0.0,52.0,8.0,1445.01,3800.38
480.0,90.0,0.0,50.0,11.0,1557.0,3922.81
480.0,83.0,3.0,48.0,11.0,1652.22,3920.49
480.0,69.0,37.0,7.0,4.0,2216.44,2488.02
480.0,63.0,32.0,11.0,5.0,2106.31,2626.3
480.0,78.0,33.0,11.0,1.0,1843.08,2272.28
480.0,69.0,41.0,4.0,1.0,2160.11,2158.74
480.0,70.0,36.0,6.0,4.0,2104.42,2343.89
480.0,66.0,35.0,7.0,5.0,2186.28,2519.45
480.0,77.0,41.0,5.0,3.0,2301.84,2335.07
480.0,76.0,37.0,7.0,3.0,2097.04,2371.47
480.0,77.0,39.0,5.0,2.0,2137.31,2262.5
480.0,81.0,38.0,9.0,2.0,2116.85,2441.33
480.0,70.0,34.0,9.0,5.0,2206.12,2536.93
480.0,78.0,42.0,6.0,0.0,2152.61,2246.08
480.0,68.0,36.0,8.0,5.0,2213.33,2630.38
480.0,77.0,37.0,4.0,6.0,2376.49,2464.41
480.0,85.0,40.0,6.0,2.0,2189.59,2343.04
480.0,76.0,32.0,11.0,5.0,2100.05,2632.96
480.0,68.0,33.0,11.0,3.0,2038.92,2405.62
480.0,69.0,35.0,11.0,4.0,2219.25,2625.18
480.0,75.0,38.0,5.0,1.0,1958.98,2098.79
480.0,72.0,37.0,7.0,3.0,2162.68,2436.64
480.0,66.0,31.0,15.0,3.0,1948.99,2588.28
480.0,76.0,29.0,12.0,6.0,2142.01,2646.33
480.0,74.0,41.0,3.0,4.0,2317.63,2359.2
480.0,78.0,34.0,6.0,6.0,2236.38,2480.49
480.0,71.0,37.0,9.0,1.0,2049.34,2300.4
480.0,84.0,36.0,9.0,4.0,2162.7,2552.78
480.0,67.0,34.0,8.0,3.0,2023.4,2429.99
480.0,66.0,42.0,3.0,3.0,2303.82,2369.81
480.0,81.0,36.0,7.0,5.0,2350.17,2574.96
480.0,70.0,37.0,7.0,4.0,2183.44,2498.25
480.0,71.0,36.0,9.0,2.0,2062.88,2403.22
480.0,85.0,37.0,9.0,3.0,2191.5,2471.3
480.0,82.0,35.0,11.0,2.0,2055.12,2464.29
480.0,80.0,30.0,11.0,6.0,2104.59,2604.32
480.0,76.0,34.0,8.0,5.0,2268.28,2508.65
480.0,72.0,40.0,4.0,5.0,2378.82,2489.12
480.0,90.0,38.0,5.0,7.0,2449.66,2659.53
480.0,84.0,33.0,12.0,3.0,2029.19,2510.46
480.0,67.0,38.0,6.0,4.0,2301.71,2426.04
480.0,72.0,33.0,11.0,3.0,2050.32,2453.74
480.0,84.0,40.0,4.0,4.0,2272.17,2367.4
480.0,79.0,41.0,7.0,0.0,2083.78,2215.42
480.0,84.0,33.0,12.0,3.0,2088.13,2557.33
480.0,79.0,41.0,5.0,2.0,2231.5,2294.73
480.0,70.0,35.0,7.0,5.0,2223.87,2470.55
480.0,75.0,36.0,9.0,4.0,2167.07,2536.03
480.0,80.0,35.0,7.0,5.0,2228.59,2458.64
480.0,84.0,28.0,13.0,7.0,2166.91,2766.58
480.0,71.0,33.0,11.0,3.0,2110.68,2513.77
480.0,72.0,37.0,9.0,1.0,2050.61,2315.76
480.0,66.0,37.0,7.0,4.0,2221.57,2461.03
480.0,82.0,37.0,6.0,4.0,2174.92,2357.25
480.0,74.0,36.0,9.0,3.0,2169.46,2435.41
480.0,73.0,29.0,14.0,6.0,2104.62,2721.38
480.0,82.0,35.0,10.0,3.0,2059.86,2480.04
480.0,84.0,39.0,7.0,2.0,2204.02,2370.63
480.0,83.0,35.0,10.0,5.0,2262.47,2647.93
480.0,75.0,41.0,4.0,2.0,2199.37,2206.11
480.0,73.0,34.0,10.0,4.0,2103.84,2626.6
480.0,64.0,34.0,10.0,3.0,2103.23,2448.91
480.0,79.0,36.0,8.0,5.0,2236.14,2580.52
480.0,74.0,38.0,6.0,5.0,2356.08,2471.32
480.0,73.0,32.0,10.0,5.0,2135.51,2531.74
480.0,85.0,37.0,8.0,4.0,2218.4,2514.74
480.0,75.0,38.0,8.0,2.0,2151.08,2378.4
480.0,89.0,32.0,10.0,4.0,2137.13,2518.48
480.0,82.0,33.0,9.0,5.0,2150.55,2517.88
480.0,71.0,40.0,6.0,2.0,2132.16,2349.89
480.0,72.0,39.0,6.0,3.0,2248.31,2373.21
