Time_Stamp,Robot1__Grid,MAG1__Emission,MAG1__Grid,ReMAG__Emission,ReMAG__Grid,MAG2__Emission,MAG2__Grid,Robot2__Grid,Robot2_ready__Grid,MAG1_ready__Grid,Robot1_ready__Grid,MAG2_ready__Grid,ReMAG_ready__Grid,Robot1_Idle_to_ShutDown__Grid,Robot1_Restart_to_Idle__Grid,Robot2_Idle_to_ShutDown__Grid,Robot2_Restart_to_Idle__Grid,MAG1_Idle_to_ShutDown__Grid,MAG1_Restart_to_Idle__Grid,MAG2_Idle_to_ShutDown__Grid,MAG2_Restart_to_Idle__Grid,ReMAG_Idle_to_ShutDown__Grid,ReMAG_Restart_to_Idle__Grid
480.0,174.18,649.95,519.96,280.03,256.03,884.84,2396.44,92.17,6.75,0.0,1.79,34.38,0.0,1.19,0.4,22.56,6.0,16.94,48.0,14.37,13.0,60.44,16.0
480.0,188.73,235.31,188.25,201.03,183.8,804.75,2179.52,5.06,0.0,0.0,0.65,56.93,0.0,0.0,0.0,1.25,0.75,3.44,20.0,6.82,6.5,66.56,16.0
480.0,182.7,239.98,191.99,202.76,185.38,770.78,2087.53,0.0,0.0,0.0,0.0,56.55,0.0,0.92,0.4,0.63,0.0,3.44,20.0,6.82,6.5,66.56,16.0
480.0,182.49,611.95,489.56,287.09,262.49,630.77,1708.34,4.89,0.0,0.0,0.31,50.94,0.0,0.92,0.4,1.25,0.75,5.74,36.0,27.3,26.0,77.65,22.4
480.0,185.54,334.93,267.95,277.42,253.64,810.13,2194.11,20.24,0.0,0.0,0.0,64.1,11.05,0.92,0.4,3.13,3.0,4.02,24.0,0.0,0.0,55.46,12.8
480.0,186.62,286.53,229.23,321.25,293.72,759.35,2056.56,0.0,0.0,0.0,1.08,56.31,0.0,0.0,0.0,0.63,0.0,3.44,20.0,13.65,13.0,88.74,22.4
480.0,179.18,2196.33,1757.07,120.04,109.75,143.04,387.41,48.91,2.12,1.65,2.56,0.76,0.0,0.0,0.0,11.83,4.5,5.7,12.0,18.0,45.5,11.76,9.6
480.0,179.41,2135.38,1708.3,162.45,148.53,159.98,433.29,92.19,4.4,0.0,0.66,2.58,0.0,1.45,0.4,20.28,9.0,3.8,8.0,13.5,32.5,11.76,9.6
480.0,182.49,2135.5,1708.4,241.65,220.94,164.78,446.27,83.33,2.3,0.0,0.31,0.0,0.0,1.45,0.4,11.83,4.5,1.9,4.0,22.5,65.0,20.59,19.2
480.0,185.25,2337.06,1869.64,191.71,175.28,125.12,338.86,67.87,3.41,0.26,1.35,2.33,2.78,0.0,0.0,16.55,6.75,1.9,4.0,13.5,32.5,11.76,12.8
480.0,183.2,2289.88,1831.9,81.17,74.22,159.24,431.28,68.48,4.92,1.69,1.76,1.6,0.0,0.0,0.0,13.52,5.25,1.9,4.0,18.0,45.5,8.82,6.4
480.0,182.29,2094.7,1675.76,161.0,147.2,180.31,488.35,39.32,0.0,8.32,1.94,0.76,0.0,0.0,0.0,4.45,4.5,6.59,8.0,13.61,52.0,50.84,12.8
480.0,182.7,2091.53,1673.23,201.24,183.99,251.8,681.96,74.19,0.0,2.63,0.0,1.9,4.46,1.3,0.4,7.64,8.25,6.59,8.0,13.61,52.0,40.67,9.6
480.0,182.49,2135.5,1708.4,158.18,144.62,143.66,389.08,43.57,0.0,0.0,0.31,1.9,0.0,1.3,0.4,5.09,5.25,3.3,4.0,11.76,45.5,40.67,12.8
480.0,178.79,2329.21,1863.37,80.37,73.48,90.78,245.87,73.69,1.1,0.58,1.25,0.79,0.0,1.3,0.4,7.0,7.5,3.3,4.0,7.56,26.0,30.5,6.4
480.0,183.2,2289.88,1831.9,160.27,146.53,108.16,292.94,73.27,0.52,1.69,1.76,0.0,0.0,0.0,0.0,7.0,7.5,3.3,4.0,10.59,39.0,40.67,9.6
480.0,70.47,1383.05,1106.44,340.1,310.95,860.49,2330.5,306.01,4.09,0.35,0.19,21.36,9.25,2.19,4.4,4.64,2.25,15.3,44.0,20.07,26.0,66.9,16.0
480.0,53.28,1237.86,990.29,192.45,175.95,652.79,1767.97,245.4,4.9,2.31,0.0,19.58,0.0,2.38,4.4,7.74,3.75,10.2,32.0,40.15,52.0,53.52,12.8
480.0,87.21,1803.86,1443.09,485.15,443.57,762.73,2065.72,282.22,5.86,1.72,0.0,11.55,0.22,2.78,5.2,4.27,1.5,11.47,32.0,30.11,39.0,107.04,22.4
480.0,76.48,1139.96,911.97,474.17,433.53,789.5,2138.23,238.68,9.43,2.52,0.0,52.4,12.44,2.38,4.8,7.74,3.75,11.47,32.0,10.04,6.5,80.28,19.2
480.0,76.23,1376.65,1101.32,233.45,213.44,802.5,2173.45,270.8,12.4,3.46,0.19,14.87,0.0,2.78,5.2,3.1,1.5,11.47,32.0,25.09,32.5,80.28,19.2
480.0,94.24,192.22,153.78,242.11,221.36,1077.24,2917.52,207.39,16.14,0.0,0.0,14.02,1.65,0.39,4.4,5.74,2.25,5.96,16.0,0.0,0.0,14.58,16.0
480.0,125.64,241.57,193.26,420.7,384.64,1079.59,2923.89,230.14,6.28,0.0,0.0,0.0,4.2,0.36,4.0,11.47,4.5,5.96,16.0,7.63,6.5,21.87,28.8
480.0,82.94,141.68,113.34,359.56,328.74,1074.03,2908.84,242.39,10.62,0.0,0.0,1.18,1.78,0.45,5.2,5.74,2.25,4.77,12.0,7.63,6.5,21.87,25.6
480.0,108.32,141.01,112.81,322.75,295.09,1116.99,3025.17,276.28,9.84,0.0,0.03,6.56,5.88,0.45,5.6,5.74,2.25,4.77,12.0,0.0,0.0,14.58,16.0
480.0,95.55,195.59,156.48,241.05,220.39,1076.41,2915.28,224.68,12.01,0.0,0.03,14.17,0.0,0.48,5.6,7.65,3.0,5.96,16.0,0.0,0.0,14.58,16.0
480.0,188.53,2207.41,1765.93,119.44,109.2,34.76,94.15,5.06,0.0,0.0,0.0,0.0,0.0,0.31,0.4,5.32,0.75,5.08,12.0,7.97,13.0,31.21,9.6
480.0,182.7,2234.11,1787.29,150.29,137.41,0.0,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.31,0.4,5.32,0.75,1.69,4.0,2.66,0.0,31.21,12.8
480.0,182.29,2223.0,1778.4,80.53,73.62,17.7,47.92,4.6,0.0,1.66,0.0,0.0,5.27,0.63,0.8,5.32,0.75,1.69,4.0,5.32,6.5,15.61,3.2
480.0,185.54,2312.65,1850.12,39.65,36.25,35.6,96.42,20.21,0.64,1.73,0.0,0.0,0.0,0.31,0.4,10.63,2.25,1.69,4.0,7.97,13.0,15.61,3.2
480.0,186.42,2226.05,1780.84,0.0,0.0,37.19,100.72,14.92,2.66,0.29,0.0,0.0,0.0,0.63,0.8,6.68,1.5,5.08,12.0,7.97,13.0,7.8,0.0
480.0,183.89,1385.31,1108.25,259.49,237.25,516.93,1400.02,49.47,0.21,1.1,0.64,25.2,0.0,0.49,0.4,5.47,3.0,17.27,36.0,53.27,52.0,25.88,22.4
480.0,182.7,1531.54,1225.24,322.1,294.5,554.28,1501.16,78.11,0.8,0.43,0.0,32.44,0.17,0.49,0.4,10.94,6.75,15.54,36.0,41.81,39.0,22.35,19.2
480.0,182.49,1509.46,1207.57,162.89,148.93,394.53,1068.53,33.48,0.95,0.11,0.31,21.85,0.0,0.49,0.4,7.66,4.5,15.54,32.0,54.02,52.0,14.79,9.6
480.0,175.32,991.86,793.49,202.32,184.98,659.07,1784.99,64.68,1.51,1.46,0.0,48.32,0.0,0.97,0.8,7.66,5.25,20.73,44.0,26.64,26.0,22.19,16.0
480.0,185.69,1269.27,1015.41,200.33,183.16,574.5,1555.92,54.25,0.71,1.95,0.15,47.68,0.0,0.97,0.8,10.94,6.75,19.0,44.0,39.96,32.5,18.49,12.8
480.0,186.23,236.04,188.83,201.43,184.17,825.2,2234.91,15.18,0.0,0.0,1.15,61.28,0.0,0.0,0.0,4.78,2.25,1.06,16.0,0.63,0.0,12.05,12.8
480.0,182.7,0.0,0.0,237.21,216.88,973.23,2635.83,34.27,0.0,0.0,0.0,18.59,1.56,0.82,0.4,9.56,5.25,0.21,0.0,8.74,6.5,9.64,12.8
480.0,182.49,429.36,343.49,283.54,259.24,828.29,2243.28,38.77,0.29,0.0,0.31,37.41,0.0,0.82,0.4,7.17,3.75,1.91,32.0,16.4,13.0,19.28,22.4
480.0,185.54,321.86,257.49,80.85,73.92,833.76,2258.09,25.9,1.33,0.0,0.0,50.02,0.0,0.82,0.4,4.78,3.0,1.27,24.0,10.16,6.5,7.23,6.4
480.0,186.62,189.56,151.65,201.73,184.44,931.85,2523.76,39.45,0.12,0.0,1.08,41.28,0.0,0.0,0.0,8.37,4.5,1.06,16.0,0.0,0.0,12.05,12.8
480.0,187.71,1168.42,934.74,80.38,73.49,755.96,2047.4,92.42,14.19,16.72,0.86,55.64,0.0,0.0,0.0,16.59,3.75,30.92,24.0,11.67,13.0,27.19,3.2
480.0,182.7,529.26,423.41,360.58,329.67,898.19,2432.6,69.45,0.51,9.19,0.0,32.66,18.79,1.19,0.4,28.41,7.5,36.22,28.0,5.84,6.5,81.56,16.0
480.0,182.49,1044.27,835.42,284.46,260.08,685.49,1856.54,63.05,5.37,16.26,0.31,31.32,7.15,1.19,0.4,17.05,3.75,41.23,28.0,29.85,32.5,71.31,16.0
480.0,174.42,702.09,561.67,324.47,296.66,865.84,2344.98,96.56,8.23,7.77,0.18,43.97,30.31,2.38,0.8,17.05,4.5,41.23,32.0,7.28,6.5,40.78,6.4
480.0,174.18,712.12,569.7,273.8,250.33,868.17,2351.28,88.47,10.78,5.08,1.79,30.22,20.98,1.19,0.4,22.73,5.25,41.23,28.0,17.51,19.5,67.97,16.0
480.0,188.53,2150.87,1720.7,244.13,223.2,70.03,189.67,5.0,0.0,0.5,0.0,5.0,0.0,0.48,0.4,2.29,0.75,5.2,16.0,24.05,19.5,53.04,19.2
480.0,182.7,2234.11,1787.29,160.85,147.06,36.22,98.1,24.77,0.0,0.0,0.0,0.0,0.0,0.48,0.4,6.86,3.75,1.3,4.0,18.04,13.0,37.88,12.8
480.0,182.49,2235.05,1788.04,203.53,186.08,18.35,49.69,4.56,0.0,0.94,0.31,0.0,0.0,0.48,0.4,2.29,0.75,1.3,4.0,12.03,6.5,45.46,16.0
480.0,185.54,2305.02,1844.02,81.06,74.11,53.61,145.18,23.99,0.64,0.72,0.0,4.88,0.0,0.48,0.4,5.72,3.0,2.6,8.0,18.04,13.0,22.73,6.4
480.0,186.42,2134.68,1707.75,122.04,111.58,54.62,147.94,10.14,0.0,0.0,0.0,0.84,0.0,0.96,0.8,3.43,2.25,5.2,16.0,18.04,13.0,30.31,9.6
480.0,188.73,94.49,75.6,200.22,183.06,836.41,2265.28,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,2.63,0.0,3.45,8.0,0.51,305.5,3.67,16.0
480.0,182.7,141.99,113.59,122.97,112.43,835.33,2262.35,9.5,0.0,0.0,0.0,0.0,0.0,1.13,0.4,7.89,1.5,4.61,12.0,0.46,279.5,2.45,9.6
480.0,182.49,133.91,107.13,359.58,328.76,880.1,2383.6,24.47,0.0,0.0,0.31,0.0,0.0,1.13,0.4,10.52,2.25,3.45,12.0,0.38,221.0,4.28,19.2
480.0,185.54,97.45,77.96,279.26,255.32,936.51,2536.37,29.23,1.88,0.0,0.0,0.0,0.0,1.13,0.4,10.52,2.25,3.45,8.0,0.41,247.0,4.9,22.4
480.0,186.62,47.74,38.19,244.31,223.37,883.55,2392.95,9.85,0.0,0.0,1.08,0.0,0.0,0.0,0.0,7.89,1.5,2.3,4.0,0.45,273.0,3.67,16.0
480.0,136.29,2169.65,1735.72,203.64,186.18,487.94,1321.49,245.12,2.89,1.11,0.24,11.65,0.0,2.56,4.0,9.73,6.75,2.73,16.0,45.72,65.0,0.08,16.0
480.0,100.14,1764.17,1411.34,322.4,294.77,502.65,1361.33,207.18,3.79,0.59,0.39,8.0,0.0,2.56,4.0,10.81,7.5,6.14,36.0,41.56,58.5,0.1,22.4
480.0,163.87,2101.84,1681.47,243.94,223.03,557.59,1510.13,182.36,1.62,0.0,0.62,21.84,0.0,1.79,2.8,11.89,8.25,2.05,12.0,35.29,52.0,0.08,16.0
480.0,162.24,1988.86,1591.09,203.12,185.71,575.15,1557.69,229.36,3.28,0.0,0.0,13.43,0.0,1.79,2.8,8.62,5.25,2.73,16.0,33.25,52.0,0.06,12.8
480.0,106.64,1954.69,1563.75,361.9,330.88,526.56,1426.09,203.74,4.96,1.17,0.23,22.29,0.0,2.56,3.6,9.73,6.0,4.78,24.0,29.09,39.0,0.11,25.6
480.0,106.07,2218.18,1774.54,404.85,370.15,612.39,1658.56,279.94,8.54,0.48,0.02,9.81,0.0,1.53,4.8,6.61,2.25,1.68,12.0,33.27,58.5,1.82,19.2
480.0,102.69,2040.61,1632.49,362.34,331.29,530.9,1437.87,223.26,12.05,0.0,0.05,9.23,0.0,2.0,6.4,8.81,2.25,3.36,20.0,38.73,71.5,1.82,19.2
480.0,133.11,1974.14,1579.31,361.68,330.68,505.31,1368.55,184.11,11.75,0.03,0.0,16.38,0.0,0.71,2.0,12.51,3.75,2.8,20.0,28.54,52.0,2.08,22.4
480.0,159.31,1957.83,1566.26,200.53,183.35,685.42,1856.35,209.84,9.69,0.39,0.0,20.18,0.0,0.83,2.8,11.83,3.75,3.36,24.0,30.41,52.0,1.3,12.8
480.0,99.16,1953.84,1563.07,321.72,294.14,578.63,1567.11,239.16,12.38,0.19,0.05,14.24,0.0,1.65,5.6,8.81,3.0,6.72,48.0,38.73,65.0,1.82,19.2
480.0,188.73,473.31,378.65,364.73,333.47,760.88,2060.73,19.54,0.0,0.0,0.65,65.15,8.67,0.0,0.0,8.64,3.0,13.74,40.0,7.41,6.5,65.94,16.0
480.0,182.7,329.64,263.71,161.09,147.28,809.98,2193.69,24.68,1.81,0.0,0.0,39.29,1.87,0.79,0.4,6.91,2.25,8.75,24.0,15.48,13.0,32.97,6.4
480.0,182.49,755.75,604.6,160.77,146.99,614.24,1663.57,21.15,0.0,0.08,0.31,48.9,3.73,0.79,0.4,6.91,3.0,12.49,40.0,29.63,26.0,32.97,6.4
480.0,185.54,515.28,412.22,161.51,147.67,733.96,1987.81,19.73,0.64,0.0,0.0,50.95,4.2,0.79,0.4,6.91,2.25,12.49,36.0,22.22,19.5,32.97,6.4
480.0,186.62,286.48,229.19,435.17,397.87,836.39,2265.22,24.83,1.03,0.0,1.08,39.72,19.99,0.0,0.0,6.91,2.25,6.25,16.0,14.82,13.0,65.94,19.2
480.0,175.17,235.46,188.37,403.19,368.63,926.54,2509.38,56.6,0.0,0.0,0.96,18.97,0.0,1.51,0.8,3.87,5.25,7.41,20.0,17.12,26.0,3.29,25.6
480.0,182.7,236.34,189.07,282.15,257.96,1035.17,2803.58,73.65,0.47,0.32,0.0,6.98,0.0,0.75,0.4,4.97,6.75,6.5,20.0,4.28,6.5,2.56,19.2
480.0,182.49,279.69,223.76,119.54,109.3,824.8,2233.84,28.46,0.0,0.0,0.31,22.9,0.0,0.75,0.4,3.32,4.5,4.94,16.0,17.12,26.0,1.46,9.6
480.0,177.91,186.22,148.97,325.1,297.23,985.38,2668.74,64.97,0.0,0.0,0.08,20.39,0.0,1.51,0.8,7.19,9.75,6.18,16.0,8.56,13.0,3.29,25.6
480.0,174.18,381.56,305.25,119.49,109.25,828.29,2243.28,46.64,0.47,0.0,1.79,33.99,0.0,0.75,0.4,4.42,6.0,9.89,28.0,17.25,26.0,1.46,9.6
480.0,188.53,143.07,114.46,319.54,292.15,868.8,2353.0,14.35,0.0,0.0,0.0,29.75,10.55,0.63,0.4,8.04,2.25,4.45,12.0,5.5,26.0,82.66,16.0
480.0,182.7,236.25,189.0,242.3,221.53,801.18,2169.85,14.57,0.0,0.0,0.0,25.61,0.0,0.63,0.4,8.04,2.25,6.68,20.0,8.25,39.0,68.88,12.8
480.0,182.49,524.63,419.71,282.36,258.16,705.36,1910.36,19.06,1.29,0.0,0.31,19.85,16.07,0.63,0.4,9.33,3.0,11.13,36.0,15.13,71.5,62.49,12.8
480.0,185.54,330.94,264.75,161.55,147.7,801.96,2171.98,23.49,0.64,0.0,0.0,25.45,0.0,0.63,0.4,8.04,3.0,7.79,24.0,9.63,45.5,55.11,9.6
480.0,186.62,380.47,304.38,241.34,220.66,779.69,2111.65,14.81,0.0,0.41,1.08,22.52,5.14,0.0,0.0,8.04,2.25,9.32,32.0,13.75,65.0,68.88,12.8
480.0,188.73,950.07,760.05,241.34,220.65,536.99,1454.35,5.06,0.0,49.42,0.65,11.88,11.43,0.0,0.0,3.64,0.75,28.23,16.0,52.47,97.5,69.51,16.0
480.0,182.7,1012.53,810.02,81.08,74.13,466.77,1264.17,0.0,0.0,39.03,0.0,11.81,0.0,0.79,0.4,1.82,0.0,23.43,16.0,51.11,91.0,34.75,6.4
480.0,182.49,757.52,606.01,244.57,223.61,573.0,1551.88,4.89,0.0,16.75,0.31,18.57,5.02,0.79,0.4,3.64,0.75,37.61,24.0,42.57,78.0,69.51,16.0
480.0,185.54,1061.55,849.24,284.76,260.35,502.36,1360.56,15.37,0.64,23.34,0.0,13.82,0.15,0.79,0.4,5.47,1.5,29.28,20.0,41.98,71.5,69.51,16.0
480.0,186.62,999.45,799.56,281.24,257.13,507.73,1375.1,4.98,0.0,17.22,1.08,12.96,4.9,0.0,0.0,3.64,0.75,38.68,24.0,45.48,84.5,46.34,9.6
480.0,187.51,1665.99,1332.79,201.69,184.4,651.05,1763.25,122.99,14.34,3.96,0.0,21.64,0.0,0.45,0.4,17.93,4.5,17.77,32.0,38.87,52.0,55.62,16.0
480.0,132.82,1760.18,1408.15,300.5,274.75,615.91,1668.08,183.58,24.49,2.72,0.83,33.15,0.0,2.24,2.0,8.63,2.25,15.55,28.0,35.08,45.5,55.62,19.2
480.0,181.53,1934.09,1547.27,281.84,257.68,736.44,1994.53,191.0,14.53,0.57,0.0,27.62,0.0,0.9,0.8,13.22,3.0,11.11,20.0,29.15,39.0,64.89,19.2
480.0,141.24,1193.34,954.67,405.93,371.14,792.34,2145.93,166.38,16.53,4.27,1.11,15.93,3.79,3.14,2.8,14.81,3.75,13.33,24.0,29.15,39.0,55.62,19.2
480.0,177.17,1202.6,962.08,239.68,219.13,941.19,2549.05,163.07,18.99,3.08,0.82,12.64,7.51,0.45,0.4,11.51,3.0,17.77,32.0,23.42,26.0,46.35,12.8
480.0,188.73,566.44,453.15,119.48,109.24,719.19,1947.82,14.98,1.76,0.0,0.65,19.29,0.0,0.0,0.0,5.37,1.5,20.88,40.0,15.83,71.5,54.22,9.6
480.0,182.7,235.22,188.18,240.14,219.55,903.06,2445.78,39.32,4.22,0.0,0.0,19.57,0.68,1.49,0.4,8.95,3.0,11.39,20.0,5.76,26.0,68.45,16.0
480.0,182.49,564.05,451.24,522.72,477.92,680.48,1842.96,14.85,0.0,0.0,0.31,20.24,49.24,1.49,0.4,5.37,1.5,18.98,36.0,18.1,78.0,80.83,16.0
480.0,185.74,240.26,192.21,241.25,220.57,883.64,2393.18,29.48,0.64,0.0,1.25,23.34,2.17,0.0,0.0,10.74,3.75,11.39,20.0,7.31,32.5,67.77,13.58
480.0,186.62,506.01,404.81,80.62,73.71,755.17,2045.25,24.47,1.04,0.0,1.08,20.15,0.0,0.0,0.0,8.2,3.0,15.19,32.0,12.95,58.5,40.66,6.4
480.0,181.53,787.56,630.05,119.61,109.36,826.67,2238.88,90.84,9.48,21.04,2.09,39.63,2.13,0.0,0.0,16.75,4.5,30.68,24.0,12.31,13.0,33.42,6.4
480.0,172.08,670.71,536.57,363.09,331.97,1018.5,2758.43,131.21,14.24,12.64,0.34,11.45,7.72,2.38,0.8,23.04,6.0,35.79,28.0,6.16,6.5,89.13,22.4
480.0,182.49,1178.94,943.15,283.3,259.02,679.48,1840.27,77.46,8.7,14.05,0.31,24.77,1.85,1.19,0.4,19.54,4.5,30.68,24.0,30.79,26.0,66.85,16.0
480.0,172.64,818.3,654.64,200.91,183.68,872.17,2362.12,111.39,14.71,16.1,0.53,42.44,3.8,2.38,0.8,15.95,3.75,40.9,32.0,6.16,6.5,44.57,9.6
480.0,174.5,710.4,568.32,277.87,254.06,949.18,2570.7,119.5,13.53,13.98,0.11,38.03,11.0,1.19,0.4,13.96,3.75,35.79,28.0,0.0,0.0,66.85,16.0
480.0,188.53,46.02,36.81,318.79,291.46,895.21,2424.53,9.38,0.37,0.0,0.0,34.33,10.42,0.44,0.4,1.01,0.75,2.47,4.0,9.59,13.0,48.66,16.0
480.0,182.7,46.36,37.09,278.71,254.82,869.98,2356.2,9.49,0.0,0.0,0.0,37.95,0.0,0.44,0.4,1.51,1.5,2.47,4.0,4.79,6.5,64.88,22.4
480.0,182.49,0.69,0.55,404.34,369.68,843.03,2283.22,0.0,0.0,0.0,0.31,44.49,9.7,0.44,0.4,0.5,0.0,1.24,4.0,6.11,6.5,56.77,19.2
480.0,185.05,63.47,50.78,178.37,163.08,882.64,2390.47,15.09,0.0,0.0,0.0,39.42,0.0,0.44,0.4,2.02,2.25,2.47,8.0,12.18,13.0,32.44,12.8
480.0,186.42,94.9,75.92,240.44,219.83,835.82,2263.68,5.06,0.0,0.0,0.0,41.01,0.0,0.87,0.8,1.01,0.75,3.71,8.0,14.38,19.5,48.66,16.0
480.0,114.33,1740.19,1392.15,444.59,406.48,755.16,2045.22,258.96,14.27,0.4,0.0,39.5,0.0,0.1,5.2,5.42,2.25,5.12,48.0,25.55,19.5,18.43,22.4
480.0,92.71,1935.07,1548.05,363.21,332.07,668.17,1809.63,277.16,5.97,0.4,0.0,61.31,0.0,0.1,5.2,5.7,2.25,3.41,32.0,17.03,13.0,20.73,25.6
480.0,101.83,1946.05,1556.84,484.91,443.34,700.39,1896.88,270.27,6.91,0.22,0.0,25.03,0.22,0.09,4.4,3.61,1.5,2.99,28.0,42.59,32.5,23.04,28.8
480.0,110.44,1810.49,1448.39,322.28,294.65,726.46,1967.51,265.07,6.41,0.0,0.0,53.83,0.0,0.11,5.6,7.22,3.0,3.84,36.0,17.03,13.0,18.43,22.4
480.0,83.58,1803.73,1442.98,121.34,110.94,651.83,1765.37,258.93,9.2,0.01,0.01,49.97,0.0,0.1,4.8,7.22,2.25,2.99,26.61,27.31,19.5,9.22,9.6
480.0,187.51,0.0,0.0,238.67,218.22,1072.25,2904.0,63.42,3.56,0.0,0.0,14.95,0.0,0.53,0.4,9.54,5.25,0.1,0.0,0.0,0.0,26.28,19.2
480.0,173.76,0.0,0.0,441.76,403.89,1079.59,2923.89,112.65,3.08,0.0,0.0,0.0,0.93,1.06,0.8,14.99,7.5,0.1,0.0,7.6,6.5,35.97,25.6
480.0,182.49,46.5,37.2,562.63,514.41,1057.37,2863.72,102.25,3.46,0.0,0.31,4.3,0.0,0.53,0.4,14.95,7.5,0.19,4.0,7.6,6.5,48.17,32.0
480.0,174.44,0.0,0.0,320.57,293.09,1089.37,2950.39,87.94,5.77,0.0,0.0,11.74,8.28,1.06,0.8,10.9,6.0,0.1,0.0,0.0,0.0,21.9,12.8
480.0,179.93,0.0,0.0,202.01,184.69,1088.04,2946.77,118.16,7.22,0.0,0.27,11.99,0.0,0.53,0.4,17.36,9.0,0.1,0.0,0.0,0.0,26.28,16.0
480.0,176.04,1570.4,1256.32,162.6,148.67,809.5,2192.4,165.14,18.85,2.46,0.47,14.47,0.0,0.94,0.8,10.58,3.0,12.83,40.0,26.34,45.5,65.16,13.63
480.0,105.44,1124.4,899.52,445.04,406.89,862.68,2336.44,224.23,23.67,1.42,0.17,9.55,25.52,3.3,2.8,2.77,0.75,15.4,48.0,18.82,32.5,74.49,16.0
480.0,177.16,1480.85,1184.68,203.11,185.7,731.12,1980.11,131.92,12.13,1.94,0.47,20.79,0.0,0.94,0.8,18.35,4.5,14.11,44.0,26.34,45.5,78.19,16.0
480.0,158.15,1431.46,1145.17,314.92,287.93,855.02,2315.67,190.57,9.69,2.22,0.35,4.67,0.0,1.89,1.6,10.56,3.0,14.11,44.0,30.1,52.0,78.19,19.2
480.0,139.8,1570.95,1256.76,271.25,248.0,720.65,1951.77,187.6,9.89,2.09,0.94,12.02,3.12,2.83,2.4,15.84,4.5,8.98,28.0,37.63,58.5,78.19,19.2
480.0,183.89,151.88,121.5,444.26,406.18,1114.37,3018.09,107.74,0.03,0.0,0.64,0.0,0.0,0.49,0.4,5.58,6.75,4.76,16.0,1.11,6.5,0.85,28.8
480.0,182.7,287.19,229.75,320.66,293.17,1066.91,2889.54,102.37,0.13,0.6,0.0,1.02,0.0,0.49,0.4,7.82,9.75,6.55,20.0,1.11,6.5,0.68,22.4
480.0,182.49,236.46,189.17,357.66,327.0,1008.44,2731.19,68.49,0.08,0.0,0.31,9.43,0.0,0.49,0.4,7.26,9.0,4.76,12.0,3.34,19.5,0.85,28.8
480.0,177.72,234.8,187.84,324.22,296.43,1023.13,2770.97,82.69,1.25,0.0,0.0,6.91,0.0,1.46,1.2,7.26,9.0,5.96,16.0,4.45,26.0,0.68,22.4
480.0,181.94,235.91,188.73,241.1,220.43,926.14,2508.31,64.08,0.85,0.0,0.0,13.78,0.0,1.46,1.2,6.14,7.5,7.15,20.0,6.67,39.0,0.51,16.0
480.0,168.68,238.15,190.52,402.37,367.88,1106.17,2995.88,146.83,8.49,2.88,0.35,8.59,13.36,3.0,0.8,10.4,5.25,15.63,16.0,0.0,0.0,63.59,16.0
480.0,138.88,46.88,37.5,180.46,164.99,1077.51,2918.25,191.59,7.98,0.0,2.95,0.39,15.67,4.5,1.2,10.4,5.25,6.25,4.0,7.33,6.5,34.04,9.6
480.0,166.87,333.16,266.53,483.77,442.3,1043.54,2826.24,194.47,9.31,0.0,1.09,6.9,26.26,3.0,0.8,10.4,5.25,25.01,28.0,7.33,6.5,68.08,16.0
480.0,144.14,187.61,150.08,161.85,147.98,1116.99,3025.17,182.1,7.36,0.0,2.07,6.56,0.0,6.0,1.6,9.41,4.5,15.63,16.0,0.0,0.0,56.73,12.8
480.0,164.21,94.69,75.75,361.2,330.24,1088.04,2946.77,180.5,9.77,0.0,3.41,11.99,16.33,1.5,0.4,13.44,6.75,9.38,8.0,0.0,0.0,52.59,12.8
480.0,144.33,1113.75,891.0,280.63,256.58,1014.76,2748.3,223.61,7.42,0.18,1.46,8.56,9.94,3.05,2.8,10.63,4.5,8.34,44.0,11.26,13.0,59.91,12.8
480.0,91.02,1329.95,1063.96,241.88,221.15,630.09,1706.51,191.62,12.27,0.48,0.31,32.09,16.19,3.92,3.2,10.63,4.5,10.61,52.0,22.95,26.0,66.83,12.8
480.0,110.53,1796.08,1436.86,443.09,405.11,725.13,1963.89,242.14,6.64,1.24,1.31,17.71,24.26,3.72,3.2,12.06,4.5,6.82,36.0,38.41,39.0,93.56,19.2
480.0,125.92,1760.71,1408.57,362.57,331.49,844.52,2287.25,262.92,6.67,0.01,0.06,37.39,8.83,3.92,3.6,7.72,3.0,6.82,36.0,11.26,13.0,74.11,16.0
480.0,96.03,1497.07,1197.66,359.93,329.08,811.33,2197.34,259.79,12.94,1.92,1.47,27.61,0.0,3.92,3.6,5.31,2.25,6.82,36.0,22.53,26.0,106.93,22.4
480.0,183.89,141.75,113.4,444.26,406.18,1114.37,3018.09,107.74,0.03,0.0,0.64,0.0,0.0,0.4,0.4,5.53,6.75,1.83,12.0,4.07,6.5,0.59,28.8
480.0,182.7,188.27,150.61,365.88,334.52,1072.37,2904.34,117.75,0.0,0.0,0.0,0.0,0.0,0.4,0.4,8.29,10.5,2.29,16.0,4.07,6.5,0.59,32.0
480.0,182.49,189.62,151.69,406.24,371.42,979.63,2653.16,62.5,0.3,0.0,0.31,9.03,0.0,0.4,0.4,4.97,6.0,1.83,12.0,8.14,13.0,0.64,32.0
