pareto_id,tau_robot1,tau_robot2,tau_mag1,tau_mag2,tau_remag,w_robot1,w_mag1,n_replications,mean_inputs,mean_outputs,mean_throughput_ratio,mean_energy,mean_emission,sd_outputs,sd_energy,sd_emission,ci95_outputs_low,ci95_outputs_high,ci95_energy_low,ci95_energy_high,ci95_emission_low,ci95_emission_high,nondominated_after_reevaluation,score_equal,scenario,weight_energy,weight_emission,weight_outputs,preference_score,score_throughput_priority,score_sustainability_priority,score_energy_priority,score_emission_priority
2,7.867203861967462,7.379136118505936,1.2652320806645276,10.804862081731311,0.1480293075821457,0.9991046247295744,0.0006439035707069,100,75.95,47.91,0.6357541476877906,2876.148538366534,1139.603898878999,1.120019841094096,109.84674508847084,97.11613061615265,47.6877637645275,48.13223623547249,2854.3525609992744,2897.9445157337937,1120.3339516156489,1158.873846142349,True,0.4506849352084783,equal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4506849352084783,,,,
73,4.841805718353657,11.604882791292836,1.2242213026027144,11.12211367350674,10.33678576244884,0.3949345123692859,0.431336857170952,100,76.41,72.16,0.945164148066343,4075.7336647265,2523.0902221149063,6.697987033656478,362.5386219477628,283.84732687134647,70.83097405868334,73.48902594131665,4003.7981368019655,4147.669192651035,2466.768754353051,2579.4116898767616,True,0.617216025647007,throughput_priority,0.2,0.2,0.6,0.3703296153882043,0.3703296153882043,,,
2,7.867203861967462,7.379136118505936,1.2652320806645276,10.804862081731311,0.1480293075821457,0.9991046247295744,0.0006439035707069,100,75.95,47.91,0.6357541476877906,2876.148538366534,1139.603898878999,1.120019841094096,109.84674508847084,97.11613061615265,47.6877637645275,48.13223623547249,2854.3525609992744,2897.9445157337937,1120.3339516156489,1158.873846142349,True,0.4506849352084783,sustainability_priority,0.4,0.4,0.2,0.34245791407021486,0.6671389774850053,0.34245791407021486,,
1,4.482254462595896,4.193948683586738,13.031011787997286,6.335337938334012,0.8995844950154046,0.9765351040463354,0.9871536732248436,100,76.05,48.07,0.6374085614075278,2191.0010497291487,2405.0216544879167,1.1033008326257745,86.7214256290365,79.44456141917976,47.85108117852903,48.28891882147097,2173.7936374499354,2208.208462008362,2389.2581299406056,2420.785179035228,True,0.5908406516996243,energy_priority,0.6,0.2,0.2,0.35450439101977466,0.7486148204676273,0.5119535673156229,0.35450439101977466,
2,7.867203861967462,7.379136118505936,1.2652320806645276,10.804862081731311,0.1480293075821457,0.9991046247295744,0.0006439035707069,100,75.95,47.91,0.6357541476877906,2876.148538366534,1139.603898878999,1.120019841094096,109.84674508847084,97.11613061615265,47.6877637645275,48.13223623547249,2854.3525609992744,2897.9445157337937,1120.3339516156489,1158.873846142349,True,0.4506849352084783,emission_priority,0.2,0.6,0.2,0.270410961125087,0.6671389774850053,0.34245791407021486,0.4145048670153427,0.270410961125087
