pareto_id,tau_robot1,tau_robot2,tau_mag1,tau_mag2,tau_remag,w_robot1,w_mag1,n_replications,mean_inputs,mean_outputs,mean_throughput_ratio,mean_energy,mean_emission,sd_outputs,sd_energy,sd_emission,ci95_outputs_low,ci95_outputs_high,ci95_energy_low,ci95_energy_high,ci95_emission_low,ci95_emission_high,nondominated_after_reevaluation
61,7.8214922687722295,8.129454284749814,1.2652320806645276,10.804862081731313,0.14802930758214572,0.9990686417150673,0.892278507189723,100,76.19,47.82,0.6329903337649342,2310.4567476072693,2264.207341192687,0.9143082609052571,99.33179782827037,82.56189992624255,47.638581404980734,48.00141859501927,2290.7471638998004,2330.1663313147383,2247.825269054446,2280.5894133309284,True
62,4.994517598504416,14.691543028184292,0.30442141719191784,7.824563809913241,5.709890626930617,0.42358676511849935,0.8727881334984879,100,75.02,56.71,0.7604902047133482,2917.4454087013173,2621.7830657428594,3.1343486427233036,193.85133740081824,110.09160901298446,56.08807722911702,57.33192277088298,2878.981097726984,2955.9097196756506,2599.9385020606164,2643.6276294251024,True
63,4.934992172051757,11.586238377527446,1.1502734703048232,11.122113673506739,9.679875666500745,0.4796919976180237,0.4016095808399035,100,76.63,71.95,0.9404477844086406,4092.948212322423,2481.3662675578976,7.259093913460857,392.52959069442613,284.8061297497772,70.50963828043174,73.39036171956826,4015.0618255399586,4170.834599104887,2424.854552503589,2537.8779826122063,True
64,9.209467879528997,9.443673623843493,11.475676885925214,10.808587237413146,1.2464500427708316,0.9743693239310277,0.9498584407842132,100,75.57,48.72,0.6492375661918834,2284.6783647060033,2403.3749200879884,1.3859322064257258,104.30620735348607,85.49808706998083,48.44500098223682,48.99499901776318,2263.9817502281667,2305.37497918384,2386.4102447194064,2420.3395954565704,True
65,5.459177792396833,11.355262073309968,5.277152999454234,18.595838571883423,0.8540116901648808,0.5361760261281455,0.10992161116345855,100,76.81,66.2,0.8671069890289074,3920.2643556282424,1784.1298971625924,4.247399679851667,265.60545284570753,208.93075172771984,65.35722375554057,67.04277624445943,3867.562471433283,3972.9662398232017,1742.673503235633,1825.5862910895519,True
66,4.482254462595896,4.193948683586738,13.031011787997286,7.866113093178836,0.8995844950154046,0.9765351040463354,0.8956890736351478,100,75.86,49.21,0.6556212427554666,2364.4539304968553,2329.690203728917,1.5718161662885584,112.47089003248927,103.38135099200879,48.89811757181948,49.52188242818052,2342.137265841482,2386.7705951522285,2309.177100818096,2350.203306639738,True
68,18.68249339071096,19.01193731568629,1.56796484488914,16.363102747739916,12.36276813309966,0.5458030814421877,0.5834180329918948,100,76.93,70.51,0.9185028251921561,3864.3478804456895,2747.0022802223066,5.91265549051312,323.9634957354771,258.93620447168036,69.3368008747293,71.6831991252707,3800.0664944548553,3928.6292664365237,2695.623719595104,2798.3808408495092,True
69,4.890876854564464,9.93657903650876,15.99499874066281,15.731217363804156,0.215537865640544,0.7851478702110806,0.0186933269400245,100,76.4,58.99,0.7783246067500537,3542.075568067504,1429.9732784728433,2.7098585448936876,169.86233328781063,117.27309293918684,58.45230527390313,59.527694726096875,3508.3711959542547,3575.779940180753,1406.7037525762646,1453.242804369422,True
70,4.915533694574736,13.18216870805858,0.6769296120639692,16.323256538960653,0.19889496768189474,0.37108303479781557,0.5012736815472516,100,76.07,71.28,0.9378540279660958,3913.862655700265,2645.0996877407347,7.041120204724085,356.65825521995805,286.2313367325045,69.88288899321762,72.67711100678238,3843.09392010997,3984.63139129056,2588.305180700972,2701.8941947804974,True
72,6.1732277624839185,10.449603477085835,4.915051282094155,3.347068805602608,3.9749886800420082,0.7952348253366668,0.5770382238060342,100,75.51,60.99,0.8120406306141836,3304.344268045582,2387.5897061456394,3.6362234821475443,218.0810323755787,188.70863854973368,60.268494372724895,61.71150562727511,3261.072259921368,3347.6162761697956,2350.145818194989,2425.03359409629,True
73,4.841805718353657,11.604882791292837,1.2242213026027144,11.122113673506739,10.336785762448839,0.3949345123692859,0.43133685717095205,100,76.41,72.16,0.945164148066343,4075.7336647265,2523.0902221149063,6.697987033656478,362.53862194776275,283.84732687134647,70.83097405868334,73.48902594131665,4003.7981368019655,4147.669192651035,2466.768754353051,2579.4116898767616,True
74,5.883925526351181,7.343064962515791,5.599475983964391,2.986329391005663,4.837050687956884,0.8545927959678647,0.0022130823007912304,100,76.92,56.46,0.7395309750394088,3403.4510194352224,1341.6262221612599,2.645445867596583,190.0602749081822,130.3412224754538,55.93508614652163,56.984913853478375,3365.7389375071007,3441.163101363344,1315.763695849644,1367.4887484728758,True
76,5.973712932476108,11.91427063900516,11.331125010971025,18.829718187776923,11.705025841308352,0.38947831974570235,0.5744304809291715,100,75.91,70.65,0.9322564071426649,3873.1847489138427,2746.4833657745316,6.262563130994926,329.54394028546074,269.2930262525933,69.40737160755866,71.89262839244135,3807.796081655705,3938.57341617198,2693.049787013185,2799.9169445358784,True
77,4.927874622302356,11.788072380351844,5.229724702542726,17.680304645528953,3.254852361814013,0.547228558793293,0.4256987384728021,100,75.99,70.59,0.9301105395540177,3964.2003222583044,2494.3998538689107,6.08707025114909,333.68561223487103,262.98636175404107,69.38219320226457,71.79780679773543,3897.989857431206,4030.4107870854027,2442.217654168114,2546.582053569707,True
78,3.11371174792588,7.374698754275373,5.644019567695386,9.901784014555947,0.19889496768189474,0.40865131895125784,0.49693104389606063,100,76.41,71.72,0.9394416422414658,3954.406148757274,2646.7160811658523,6.468384651518491,337.71406783317326,293.8156228813079,70.43653215255785,73.00346784744215,3887.3963509415203,4021.4159465730277,2588.416687211935,2705.0154751197697,True
79,4.927874622302356,13.190987665140963,1.6281383588601672,16.333104249795962,12.88146034890174,0.9799696188813871,0.9424703749514046,100,76.63,48.64,0.6410394893344246,2317.9946897321634,2375.7294389867147,1.267463863967982,108.88648756559813,89.88741197079963,48.388507671569,48.891492328431,2296.3892482903734,2339.6001311739533,2357.893826330744,2393.5650516426854,True
