tau_robot1,tau_robot2,tau_mag1,tau_mag2,tau_remag,w_robot1,w_mag1,n_replications,mean_inputs,mean_outputs,mean_throughput_ratio,mean_energy,mean_emission,sd_outputs,sd_energy,sd_emission,ci95_outputs_low,ci95_outputs_high,ci95_energy_low,ci95_energy_high,ci95_emission_low,ci95_emission_high
5.0,5.0,5.0,5.0,5.0,0.5106082036775106,0.4913294797687861,100,76.06,71.06,0.9353798530503674,3938.627467716565,2633.55590167466,6.177214566289551,337.07428044997744,282.7792108169884,69.83430661444619,72.28569338555381,3871.7446175979217,4005.5103178352088,2577.4463713109285,2689.665432038392
