pareto_id,tau_robot1,tau_robot2,tau_mag1,tau_mag2,tau_remag,w_robot1,w_mag1,f_energy,f_emission,f_outputs_cost
70,4.915533694574736,13.18216870805858,0.6769296120639692,16.323256538960653,0.19889496768189474,0.37108303479781557,0.5012736815472516,1.0107427739619363,0.9941336175060356,-1.03954802259887
71,7.867203861967462,14.880853344926365,3.3775381517357954,10.804862081731313,2.9381008056840647,0.8656000067579083,0.4302155503992776,0.7865870226317172,0.7353318678451166,-0.788135593220339
72,6.1732277624839185,10.449603477085835,4.915051282094155,3.347068805602608,3.9749886800420082,0.7952348253366668,0.5770382238060342,0.8462196927541841,0.8609815941260153,-0.864406779661017
73,4.841805718353657,11.604882791292837,1.2242213026027144,11.122113673506739,10.336785762448839,0.3949345123692859,0.43133685717095205,1.1144989686272444,0.9613937191718823,-1.1045197740112995
74,5.883925526351181,7.343064962515791,5.599475983964391,2.986329391005663,4.837050687956884,0.8545927959678647,0.0022130823007912304,0.8481266960201632,0.46969163597483565,-0.8107344632768362
75,18.789978546931234,19.01193731568629,1.56796484488914,16.623254374842187,12.36276813309966,0.5269542149385777,0.9125211358453884,0.6924246517951275,0.9322397642921408,-0.7627118644067797
76,5.973712932476108,11.91427063900516,11.331125010971025,18.829718187776923,11.705025841308352,0.38947831974570235,0.5744304809291715,1.0363364687593244,1.0641321497948468,-1.0706214689265536
77,4.927874622302356,11.788072380351844,5.229724702542726,17.680304645528953,3.254852361814013,0.547228558793293,0.4256987384728021,1.0602536478623155,0.9556523681182093,-1.073446327683616
78,3.11371174792588,7.374698754275373,5.644019567695386,9.901784014555947,0.19889496768189474,0.40865131895125784,0.49693104389606063,1.1019305429003605,1.0612874223322888,-1.1045197740112995
79,4.927874622302356,13.190987665140963,1.6281383588601672,16.333104249795962,12.88146034890174,0.9799696188813871,0.9424703749514046,0.5905074514105695,0.8582222716123469,-0.675141242937853
