pareto_id,tau_robot1,tau_robot2,tau_mag1,tau_mag2,tau_remag,w_robot1,w_mag1,n_replications,mean_inputs,mean_outputs,mean_throughput_ratio,mean_energy,mean_emission,sd_outputs,sd_energy,sd_emission,ci95_outputs_low,ci95_outputs_high,ci95_energy_low,ci95_energy_high,ci95_emission_low,ci95_emission_high,nondominated_after_reevaluation,score_equal,score_throughput_priority,score_sustainability_priority,score_energy_priority,score_emission_priority
28,7.281040499508098,12.194818232043865,11.871811927487723,19.33479462449665,17.383676579592645,0.9365075968976416,0.0513988198900803,100,75.78,52.24,0.694997793718109,3195.9851504398184,1311.7400586813685,2.3186551309243075,167.8482689158224,121.70885367018344,51.77992851845174,52.70007148154826,3162.680412393402,3229.2898884862348,1287.5903816212617,1335.8897357414753,True,0.48340377683732405,0.6159318366545417,0.41713974692871536,0.5014012608160836,0.332878233041347
29,4.472471145741045,2.557932327104171,2.1614605691800337,10.390845786566336,0.1988949676818947,0.9567744943001418,0.4974688895866504,100,75.46,51.16,0.6831442756778452,2859.6781057499843,1902.643520928549,2.303795726073548,144.73912193611417,135.30512766615777,50.70287694675116,51.61712305324883,2830.9587238207723,2888.3974876791963,1875.7960481344253,1929.4909937226728,True,0.5617251436184778,0.6805933683796757,0.5022910312378789,0.4776650824553379,0.52691698002042
30,4.90572765574562,9.637037146263689,14.98568304949525,14.487972746800562,3.4930903809179608,0.8429197990507479,0.516777817113359,100,76.11,58.37,0.7724846314800717,3244.9693579627533,2183.449855719041,3.697268989375533,220.46030655121956,200.52456254137016,57.63638161969936,59.10361838030063,3201.22525022338,3288.7134657021265,2143.661432100196,2223.238279337886,True,0.5891871117886616,0.579115539056837,0.5942228981545739,0.5751731689032007,0.613272627405947
31,7.715875198301052,12.210223023221763,16.904174302304064,3.643605744472819,1.394927355892582,0.7847552654815673,0.1418898281717328,100,75.2,60.92,0.8156396322216897,3620.5974992254255,1680.7475038532618,3.492213560989012,213.9125924814736,160.58845610926355,60.22706906539971,61.61293093460029,3578.152600011135,3663.042398439716,1648.883270170401,1712.6117375361227,True,0.5160068763225467,0.49348960636612516,0.5272655113007575,0.6102636767238588,0.44426734587765615
32,4.993374831409365,11.586238377527446,1.1502734703048232,11.12211367350674,9.679875666500743,0.3890784138408608,0.4313344185950079,100,75.89,71.58,0.9439719988659704,4049.557057923597,2520.740926497111,7.174843819790354,395.1902929615344,294.8497776879332,70.15635532683447,73.00364467316552,3971.1427300870014,4127.971385760193,2462.236333793415,2579.2455192008074,True,0.620048449993932,0.3815178225525965,0.7393137637146,0.7629034422707892,0.7157240851584105
34,2.860364143369887,7.1558393816780725,0.810865000483241,16.22083112455238,0.1773433989948047,0.3585304041497751,0.5244760834242599,100,76.68,71.76,0.9361847836293464,3929.548989307827,2722.776089158245,6.724176191515616,339.16493794920297,275.213191448008,70.42577756158637,73.09422243841364,3862.251307384207,3996.846671231447,2668.167821183251,2777.3843571332395,True,0.6384588976894512,0.38961930589383426,0.7628786935872599,0.748710719821253,0.7770466673532667
35,10.14331374960072,10.264568853266123,11.475676885925214,10.808587237413146,17.690741080074954,0.4971481944891405,0.0096915600884454,100,75.73,60.18,0.8012826855470009,3752.05843467497,1446.433355028377,2.1385353243127256,171.36063883124717,123.80648077076594,59.755668195809854,60.60433180419015,3718.0567662359385,3786.060103114002,1421.8674632431782,1470.9992468135758,True,0.5005444383999238,0.4963184830808541,0.5026574160594588,0.6286338664466662,0.3766809656722513
36,7.317303990102632,12.444869218472435,5.301501833723923,10.846123776131398,14.40049798540062,0.9990681094659368,0.8097791274156286,100,75.83,47.71,0.6339887842026422,2455.2425191528337,2169.1144544194,1.1127815725841386,127.60405718069792,101.95127386657886,47.4891999940352,47.9308000059648,2429.923105818911,2480.561932486756,2148.885109836003,2189.343799002797,True,0.5931381968076541,0.7558829180845925,0.511765836169185,0.4114557488383966,0.6120759234999733
38,3.145782161436925,9.80849626863269,0.6984208667457699,14.616663890014047,0.1988949676818947,0.3710830347978155,0.5012736815472516,100,75.4,70.55,0.9362424943515028,3888.325268827271,2605.696848683346,7.473015428591031,398.7642871334114,308.13784701208704,69.06719161077038,72.03280838922961,3809.201783008632,3967.44875464591,2544.555614739069,2666.8380826276234,True,0.623451079540789,0.40041011602713183,0.7349715612976175,0.7310362359343684,0.7389068866608667
39,0.7936259631836617,12.526927790306312,10.910169757028466,10.82359109826671,10.314621944333648,0.5067714420333083,0.7230916753636772,100,75.2,65.28,0.8734845226375129,3459.253761620766,2744.967154347968,4.8743401521838745,297.7896043739022,201.7375127609265,64.31282516426174,66.24717483573826,3400.16584352259,3518.341679718942,2704.938055090425,2784.996253605511,True,0.6489808503405498,0.5019447474231438,0.7224989017992528,0.6561157330915052,0.7888820705070003
